,beast-mcmc.csv,jrefactory.csv,adonthell.csv,jaxlib.csv,nodal.csv,exist.csv,pokenetonline.csv,foursquared.csv,avisynth2.csv,dataobjectsdotnet.csv,simplewebservices.csv,opendvr.csv,uface.csv
adonthell.csv,0.28,0.47,0.02,0.54,0.51,0.55,0.6,0.41,0.81,0.43,0.62,0.75,0.3
avisynth2.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0
beast-mcmc.csv,0.0,0.32,0.08,0.73,0.05,0.68,0.08,0.74,0.4,0.23,0.12,0.34,0.72
dataobjectsdotnet.csv,0.19,0.5,0.52,0.4,0.05,0.48,0.36,0.24,0.6,0.01,0.31,0.55,0.17
exist.csv,0.32,0.5,0.21,0.62,0.22,0.01,0.2,0.39,0.31,0.29,0.31,0.15,0.06
foursquared.csv,0.06,0.16,0.02,0.08,0.0,0.13,0.04,0.0,0.0,0.07,0.04,0.09,0.13
jaxlib.csv,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.02,0.02
jrefactory.csv,0.4,0.03,0.58,0.67,0.67,0.35,0.4,0.5,0.6,0.37,0.3,0.83,0.81
nodal.csv,0.1,0.34,0.29,0.56,0.0,0.52,0.32,0.2,0.26,0.25,0.09,0.21,0.09
opendvr.csv,0.7,0.39,0.54,0.92,0.95,0.51,0.88,0.78,0.58,0.8,0.2,0.0,0.61
pokenetonline.csv,0.49,0.71,0.56,0.69,0.59,0.65,0.0,0.63,0.68,0.48,0.41,0.4,0.46
simplewebservices.csv,0.5,0.47,0.23,0.58,0.43,0.71,0.36,0.72,0.55,0.49,0.01,0.38,0.56
uface.csv,0.87,0.66,1.0,0.9,0.81,0.71,0.8,0.83,0.94,0.72,0.24,0.77,0.0
