,beast-mcmc.csv,jrefactory.csv,adonthell.csv,jaxlib.csv,nodal.csv,exist.csv,pokenetonline.csv,foursquared.csv,avisynth2.csv,dataobjectsdotnet.csv,simplewebservices.csv,opendvr.csv,uface.csv
adonthell.csv,0.73,0.56,0.64,0.52,0.49,0.64,0.43,0.47,0.5,0.58,0.42,0.53,0.51
avisynth2.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.5,0.0,0.0,0.0
beast-mcmc.csv,0.72,0.56,0.94,0.35,0.88,0.36,0.65,0.4,0.54,0.59,0.85,0.5,0.46
dataobjectsdotnet.csv,0.78,0.56,0.68,0.6,0.8,0.58,0.58,0.76,0.47,0.66,0.7,0.58,0.96
exist.csv,0.54,0.47,0.94,0.4,0.7,0.45,0.56,0.58,0.65,0.63,0.49,0.88,0.94
foursquared.csv,0.97,0.92,0.75,0.75,0.5,0.96,0.91,0.61,0.0,0.93,0.9,0.75,0.96
jaxlib.csv,0.5,0.67,0.83,0.5,0.0,0.0,0.0,0.0,0.0,0.88,0.5,0.0,0.5
jrefactory.csv,0.59,0.55,0.6,0.39,0.43,0.59,0.65,0.5,0.56,0.54,0.71,0.49,0.61
nodal.csv,0.97,0.5,0.94,0.41,0.77,0.68,0.62,0.76,0.82,0.76,0.95,0.94,0.94
opendvr.csv,0.43,0.43,0.62,0.3,0.34,0.46,0.4,0.38,0.46,0.49,0.65,0.81,0.61
pokenetonline.csv,0.42,0.37,0.5,0.4,0.41,0.35,0.37,0.36,0.4,0.49,0.42,0.56,0.51
simplewebservices.csv,0.52,0.57,0.95,0.46,0.44,0.43,0.45,0.4,0.63,0.59,0.56,0.68,0.53
uface.csv,0.34,0.43,0.47,0.32,0.36,0.36,0.35,0.3,0.41,0.42,0.79,0.47,0.37
