,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv
bochs.csv,0.5,0.52,0.63,0.54,0.73
encog-java.csv,0.8,0.1,0.04,0.34,0.26
h2database.csv,0.65,0.71,0.17,0.69,0.31
jaql.csv,0.71,0.46,0.38,0.69,0.57
raven-monitoring.csv,0.48,0.38,0.71,0.41,0.17
