,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv
bochs.csv,0.83,0.72,0.51,0.58,0.44
encog-java.csv,0.32,0.93,0.97,0.71,0.79
h2database.csv,0.46,0.39,0.86,0.47,0.73
jaql.csv,0.61,0.62,0.69,0.39,0.61
raven-monitoring.csv,0.75,0.82,0.42,0.72,0.91
