,f1,g,recall,precision,pf,wins
chipster.csv,0.11000000000000001,0.225,0.19,0.295,0.07500000000000001,1
fontforge.csv,0.565,0.265,0.89,0.415,0.925,4
glas.csv,0.5800000000000001,0.6,0.8,0.44,0.695,14
hannosset.csv,0.25,0.29500000000000004,0.255,0.33,0.21000000000000002,2
hatari.csv,0.5549999999999999,0.56,0.825,0.43,0.745,12
jaolt.csv,0.30500000000000005,0.405,0.375,0.375,0.3,3
ltp.csv,0.485,0.54,0.735,0.43,0.675,11
mia.csv,0.38,0.41000000000000003,0.405,0.495,0.23500000000000001,9
net-snmp.csv,0.505,0.535,0.6,0.42,0.55,10
opde.csv,0.375,0.355,0.6950000000000001,0.45,0.565,6
oppna-program-hsatools.csv,0.54,0.525,0.855,0.45499999999999996,0.685,13
powerfolder-.csv,0.365,0.42000000000000004,0.375,0.44999999999999996,0.245,7
qlc.csv,0.33999999999999997,0.525,0.575,0.295,0.36,8
quantlib.csv,0.13,0.0,0.08499999999999999,0.32999999999999996,0.14,0
tcl.csv,0.45499999999999996,0.46499999999999997,0.6799999999999999,0.355,0.735,5
