,wxcrp.csv,esmf.csv,upp-mirror.csv,open-beos.csv,pidgin.csv,cornerstone.csv,tokratan.csv,mia.csv,gretl.csv,clamav.csv,libtorrent.csv,riff-evolve.csv,frogatto.csv,kindb.csv,quantlib.csv
clamav.csv,0.55,0.36,0.39,0.32,0.39,0.22,0.13,0.28,0.25,0.9,0.37,0.22,0.47,0.62,0.21
cornerstone.csv,0.29,0.33,0.14,0.76,0.69,0.94,0.2,0.39,0.59,0.65,0.48,0.23,0.42,0.82,0.5
esmf.csv,0.94,0.82,0.62,0.26,0.39,0.67,0.8,0.67,0.53,0.0,0.37,0.54,0.81,0.62,0.25
frogatto.csv,0.61,0.73,0.58,0.6,0.86,0.65,0.6,0.72,0.89,0.75,0.64,0.44,1.0,0.91,0.5
gretl.csv,0.77,0.73,0.67,0.81,0.75,0.84,0.73,0.56,1.0,0.7,0.61,0.86,0.72,0.79,0.83
kindb.csv,0.61,0.55,0.48,0.42,0.67,0.61,0.53,0.78,0.59,0.15,0.52,0.33,0.61,0.97,0.29
libtorrent.csv,0.9,1.0,0.89,0.82,0.9,0.96,1.0,0.83,0.83,0.95,1.0,0.89,0.86,0.91,0.92
mia.csv,0.16,0.18,0.09,0.13,0.82,0.67,0.73,1.0,0.8,0.95,0.22,0.42,0.17,0.59,0.0
open-beos.csv,0.61,0.55,0.59,0.96,0.33,0.73,0.87,0.56,0.58,0.15,0.58,0.68,0.67,0.74,0.58
pidgin.csv,0.61,0.79,0.59,0.67,0.96,0.59,0.67,0.78,0.62,0.25,0.66,0.66,0.58,0.82,0.75
quantlib.csv,0.58,0.36,0.56,0.3,0.34,0.45,0.8,0.5,0.3,0.05,0.27,0.51,0.36,0.09,0.92
riff-evolve.csv,0.55,0.45,0.53,0.57,0.82,0.47,0.53,0.44,0.74,0.8,0.48,0.98,0.56,0.41,0.21
tokratan.csv,0.19,0.27,0.23,0.13,0.0,0.29,0.93,0.67,0.0,0.0,0.15,0.1,0.14,0.0,0.08
upp-mirror.csv,0.32,0.61,0.98,0.54,0.06,0.16,0.07,0.39,0.33,0.0,0.31,0.15,0.39,0.06,0.42
wxcrp.csv,0.94,0.24,0.3,0.21,0.48,0.1,0.33,0.39,0.22,0.05,0.18,0.27,0.28,0.15,0.08
