,wxcrp.csv,esmf.csv,upp-mirror.csv,open-beos.csv,pidgin.csv,cornerstone.csv,tokratan.csv,mia.csv,gretl.csv,clamav.csv,libtorrent.csv,riff-evolve.csv,frogatto.csv,kindb.csv,quantlib.csv
clamav.csv,5.0,0.0,0.0,5.0,0.0,3.0,3.0,58.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0
cornerstone.csv,27.0,11.0,3.0,3.0,1.0,0.0,8.0,6.0,1.0,13.0,0.0,2.0,2.0,2.0,1.0
esmf.csv,0.0,0.0,1.0,1.0,0.0,0.0,18.0,7.0,0.0,55.0,0.0,0.0,1.0,4.0,12.0
frogatto.csv,4.0,2.0,1.0,0.0,0.0,0.0,6.0,2.0,0.0,7.0,0.0,1.0,0.0,4.0,6.0
gretl.csv,2.0,3.0,2.0,5.0,3.0,6.0,11.0,25.0,0.0,7.0,1.0,0.0,2.0,5.0,0.0
kindb.csv,2.0,1.0,0.0,2.0,0.0,0.0,6.0,7.0,0.0,3.0,0.0,0.0,2.0,0.0,12.0
libtorrent.csv,0.0,16.0,1.0,14.0,0.0,5.0,14.0,8.0,1.0,6.0,0.0,0.0,0.0,4.0,2.0
mia.csv,4.0,2.0,2.0,0.0,1.0,0.0,22.0,0.0,2.0,13.0,0.0,0.0,2.0,2.0,118.0
open-beos.csv,4.0,9.0,1.0,0.0,1.0,0.0,22.0,6.0,1.0,1.0,1.0,0.0,0.0,5.0,10.0
pidgin.csv,3.0,6.0,6.0,5.0,0.0,3.0,32.0,17.0,0.0,4.0,0.0,3.0,0.0,3.0,0.0
quantlib.csv,2.0,2.0,1.0,3.0,4.0,0.0,43.0,15.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
riff-evolve.csv,0.0,3.0,0.0,2.0,1.0,3.0,22.0,12.0,2.0,12.0,0.0,0.0,0.0,0.0,3.0
tokratan.csv,10.0,12.0,1.0,3.0,226.0,0.0,0.0,2.0,173.0,55.0,1.0,0.0,1.0,49.0,5.0
upp-mirror.csv,0.0,12.0,0.0,7.0,1.0,0.0,1.0,7.0,0.0,55.0,1.0,0.0,1.0,0.0,10.0
wxcrp.csv,0.0,2.0,1.0,3.0,1.0,1.0,21.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
