,wxcrp.csv,esmf.csv,upp-mirror.csv,open-beos.csv,pidgin.csv,cornerstone.csv,tokratan.csv,mia.csv,gretl.csv,clamav.csv,libtorrent.csv,riff-evolve.csv,frogatto.csv,kindb.csv,quantlib.csv
clamav.csv,0.57,0.39,0.43,0.36,0.44,0.26,0.16,0.31,0.29,0.92,0.41,0.26,0.51,0.66,0.25
cornerstone.csv,0.32,0.37,0.17,0.61,0.55,0.95,0.24,0.43,0.53,0.49,0.52,0.27,0.47,0.38,0.53
esmf.csv,0.27,0.85,0.58,0.3,0.44,0.57,0.64,0.65,0.55,0.0,0.42,0.49,0.55,0.63,0.27
frogatto.csv,0.61,0.66,0.59,0.61,0.74,0.6,0.63,0.63,0.57,0.63,0.62,0.47,1.0,0.71,0.52
gretl.csv,0.59,0.66,0.59,0.6,0.67,0.52,0.47,0.51,0.99,0.54,0.6,0.58,0.56,0.55,0.68
kindb.csv,0.63,0.57,0.5,0.46,0.67,0.62,0.57,0.62,0.62,0.18,0.56,0.37,0.62,0.98,0.33
libtorrent.csv,0.65,0.54,0.45,0.55,0.56,0.42,0.41,0.34,0.61,0.72,0.99,0.53,0.49,0.71,0.57
mia.csv,0.19,0.21,0.11,0.16,0.13,0.59,0.62,1.0,0.33,0.0,0.26,0.44,0.2,0.0,0.0
open-beos.csv,0.62,0.57,0.58,0.97,0.37,0.57,0.55,0.56,0.54,0.18,0.6,0.56,0.67,0.65,0.53
pidgin.csv,0.61,0.72,0.57,0.63,0.96,0.54,0.6,0.65,0.64,0.29,0.67,0.59,0.59,0.75,0.7
quantlib.csv,0.6,0.4,0.52,0.35,0.38,0.47,0.57,0.54,0.34,0.06,0.31,0.49,0.41,0.11,0.93
riff-evolve.csv,0.56,0.48,0.54,0.58,0.53,0.49,0.55,0.46,0.59,0.46,0.51,0.98,0.58,0.46,0.24
tokratan.csv,0.22,0.31,0.27,0.16,0.0,0.33,0.94,0.64,0.0,0.0,0.18,0.12,0.17,0.0,0.1
upp-mirror.csv,0.36,0.61,0.98,0.56,0.07,0.19,0.09,0.44,0.37,0.0,0.34,0.18,0.43,0.07,0.46
wxcrp.csv,0.95,0.28,0.35,0.25,0.51,0.12,0.36,0.44,0.26,0.06,0.22,0.31,0.33,0.18,0.1
