,sabbu.csv,vxl.csv,kdenlive.csv,zact.csv,optalgtoolkit.csv,tokratan.csv,boost-sandbox.csv,foursquared.csv,jasperreports.csv
boost-sandbox.csv,0.61,0.33,0.68,0.18,0.2,0.17,0.73,0.53,0.29
foursquared.csv,0.52,0.05,0.54,0.15,0.1,0.25,0.07,0.73,0.19
jasperreports.csv,0.43,0.35,0.71,0.0,0.56,0.18,0.81,0.3,0.44
kdenlive.csv,0.64,0.34,0.76,0.05,0.46,0.33,0.56,0.5,0.14
optalgtoolkit.csv,0.47,0.28,0.46,0.07,0.65,0.24,0.3,0.44,0.14
sabbu.csv,0.73,0.37,0.7,0.14,0.21,0.23,0.67,0.54,0.09
tokratan.csv,0.61,0.32,0.54,0.11,0.47,0.29,0.49,0.21,0.15
vxl.csv,0.56,0.36,0.68,0.07,0.34,0.24,0.64,0.39,0.19
zact.csv,0.49,0.07,0.44,0.26,0.0,0.02,0.54,0.22,0.0
