,zealos.csv,openintents.csv,atomsite.csv,bullet.csv,tktoolkit.csv,pokenetonline.csv
atomsite.csv,0.49,0.31,0.44,0.36,0.41,0.35
bullet.csv,0.54,0.3,0.62,0.38,0.38,0.47
openintents.csv,0.71,0.48,0.51,0.64,0.48,0.35
pokenetonline.csv,0.54,0.27,0.38,0.37,0.38,0.4
tktoolkit.csv,0.54,0.27,0.38,0.37,0.68,0.32
zealos.csv,0.6,0.5,0.92,0.88,0.94,0.71
