,xharbour.csv,barracudamvc.csv,megasquirtavr.csv,openintents.csv,atomsite.csv,arsenal-1.csv,hazelcast.csv,alembik.csv,opengs.csv,fm-classic.csv,mycila.csv,bulmages.csv,jppf-project.csv,mumble.csv,bionote.csv,mevenide.csv,duplicati.csv,tweetsharp.csv
alembik.csv,0.65,0.83,0.0,0.71,0.67,0.0,0.67,0.45,0.94,0.86,0.75,0.5,0.85,0.5,0.59,0.74,0.83,0.8
arsenal-1.csv,0.94,0.45,0.8,0.44,0.66,0.52,0.65,0.92,0.82,0.47,0.65,0.87,0.48,0.62,0.52,0.67,0.69,0.7
atomsite.csv,0.67,0.67,0.53,0.52,0.62,0.89,0.5,0.43,0.51,0.75,0.52,0.93,0.48,0.68,0.59,0.65,0.55,0.57
barracudamvc.csv,0.39,0.37,0.53,0.38,0.4,0.43,0.44,0.34,0.42,0.35,0.39,0.44,0.46,0.4,0.41,0.51,0.4,0.39
bionote.csv,0.67,0.84,0.9,0.75,0.8,0.67,0.67,0.5,0.75,0.0,0.0,0.0,0.0,0.5,0.86,0.8,0.83,0.8
bulmages.csv,0.83,0.95,0.94,0.0,0.89,0.5,0.0,0.88,0.0,0.83,0.83,0.89,0.8,0.86,0.0,0.97,0.86,0.86
fm-classic.csv,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hazelcast.csv,0.39,0.32,0.43,0.26,0.35,0.32,0.33,0.3,0.34,0.29,0.36,0.43,0.33,0.38,0.36,0.4,0.3,0.31
jppf-project.csv,0.39,0.35,0.78,0.3,0.42,0.37,0.4,0.44,0.47,0.38,0.44,0.44,0.35,0.39,0.38,0.48,0.42,0.43
megasquirtavr.csv,0.39,0.32,0.8,0.27,0.4,0.34,0.4,0.31,0.36,0.3,0.37,0.44,0.33,0.39,0.37,0.44,0.32,0.39
mevenide.csv,0.83,0.85,0.57,0.56,0.51,0.86,0.53,0.76,0.94,0.89,0.83,0.95,0.51,0.76,0.48,0.82,0.43,0.82
mumble.csv,0.75,0.38,0.75,0.37,0.41,0.47,0.41,0.39,0.61,0.77,0.71,0.59,0.46,0.65,0.43,0.58,0.48,0.75
mycila.csv,0.0,0.92,0.73,0.75,0.93,0.86,0.89,0.8,0.97,0.0,0.89,0.76,0.88,0.91,0.0,0.83,0.88,0.8
opengs.csv,0.35,0.52,0.0,0.45,0.45,0.57,0.41,0.8,0.63,0.38,0.78,0.72,0.45,0.74,0.45,0.57,0.58,0.45
openintents.csv,0.8,0.43,0.0,0.5,0.36,0.65,0.46,0.35,0.48,0.76,0.74,0.97,0.46,0.83,0.46,0.73,0.43,0.48
tweetsharp.csv,0.54,0.8,0.5,0.9,0.66,0.45,0.68,0.43,0.41,0.91,0.55,0.52,0.92,0.47,0.72,0.64,0.48,0.45
xharbour.csv,0.38,0.32,0.52,0.33,0.55,0.36,0.43,0.45,0.42,0.3,0.37,0.46,0.43,0.46,0.39,0.47,0.44,0.43
