,xharbour.csv,barracudamvc.csv,megasquirtavr.csv,openintents.csv,atomsite.csv,arsenal-1.csv,hazelcast.csv,alembik.csv,opengs.csv,fm-classic.csv,mycila.csv,bulmages.csv,jppf-project.csv,mumble.csv,bionote.csv,mevenide.csv,duplicati.csv,tweetsharp.csv
alembik.csv,0.4,0.34,0.0,0.43,0.47,0.07,0.36,1.0,0.29,0.0,0.0,0.09,0.32,0.07,0.4,0.33,0.19,0.13
arsenal-1.csv,0.19,0.56,0.2,0.42,0.27,0.96,0.43,0.35,0.39,0.0,0.33,0.2,0.59,0.38,0.32,0.29,0.43,0.45
atomsite.csv,0.04,0.59,0.45,0.44,0.98,0.22,0.7,0.6,0.55,0.09,0.34,0.11,0.57,0.38,0.23,0.31,0.64,0.43
barracudamvc.csv,0.89,1.0,0.35,0.6,0.49,0.62,0.82,0.58,0.59,0.1,0.31,0.37,0.69,0.45,0.3,0.38,0.83,0.84
bionote.csv,0.07,0.34,0.27,0.07,0.22,0.07,0.1,0.17,0.1,0.0,0.0,0.0,0.02,0.0,0.93,0.12,0.19,0.21
bulmages.csv,0.34,0.31,0.17,0.0,0.13,0.14,0.04,0.13,0.0,0.0,0.12,0.95,0.1,0.43,0.0,0.34,0.22,0.16
fm-classic.csv,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.86,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.05
hazelcast.csv,0.9,0.86,0.48,0.58,0.52,0.62,0.99,0.62,0.59,0.08,0.39,0.35,0.95,0.44,0.22,0.42,0.95,0.76
jppf-project.csv,0.9,0.87,0.33,0.55,0.47,0.62,0.86,0.46,0.52,0.04,0.35,0.33,1.0,0.45,0.21,0.37,0.79,0.82
megasquirtavr.csv,0.9,0.86,1.0,0.58,0.49,0.65,0.92,0.59,0.58,0.08,0.32,0.34,0.96,0.43,0.24,0.38,0.99,0.85
mevenide.csv,0.13,0.31,0.27,0.37,0.37,0.24,0.64,0.41,0.11,0.17,0.0,0.19,0.62,0.27,0.31,0.98,0.84,0.19
mumble.csv,0.36,0.65,0.08,0.57,0.49,0.43,0.57,0.62,0.4,0.0,0.12,0.33,0.51,0.96,0.39,0.34,0.53,0.22
mycila.csv,0.0,0.17,0.22,0.07,0.11,0.12,0.12,0.07,0.31,0.0,0.95,0.19,0.14,0.06,0.0,0.06,0.21,0.13
opengs.csv,0.65,0.5,0.0,0.58,0.51,0.47,0.66,0.5,0.98,0.05,0.21,0.36,0.58,0.45,0.26,0.37,0.49,0.52
openintents.csv,0.09,0.64,0.0,0.98,0.59,0.38,0.73,0.58,0.46,0.1,0.28,0.18,0.65,0.33,0.47,0.27,0.76,0.52
tweetsharp.csv,0.68,0.44,0.09,0.3,0.3,0.55,0.5,0.56,0.61,0.0,0.37,0.29,0.21,0.38,0.3,0.39,0.73,1.0
xharbour.csv,0.99,0.91,0.43,0.48,0.4,0.64,0.87,0.51,0.59,0.09,0.3,0.32,0.75,0.41,0.25,0.38,0.64,0.82
