,xharbour.csv,barracudamvc.csv,megasquirtavr.csv,openintents.csv,atomsite.csv,arsenal-1.csv,hazelcast.csv,alembik.csv,opengs.csv,fm-classic.csv,mycila.csv,bulmages.csv,jppf-project.csv,mumble.csv,bionote.csv,mevenide.csv,duplicati.csv,tweetsharp.csv
alembik.csv,0.05,0.05,0.0,0.18,0.09,0.0,0.0,0.0,0.08,0.1,0.1,0.01,0.25,0.02,0.31,0.12,0.0,0.13
arsenal-1.csv,0.32,0.45,0.6,0.45,0.48,0.03,0.4,0.19,0.16,0.47,0.36,0.4,0.5,0.42,0.35,0.22,0.0,0.4
atomsite.csv,0.05,0.35,0.44,0.48,0.0,0.16,0.4,0.58,0.58,0.28,0.57,0.15,0.62,0.28,0.44,0.41,1.0,0.13
barracudamvc.csv,0.95,0.05,1.0,0.64,0.98,0.55,0.7,0.87,0.79,0.84,0.95,0.79,0.62,0.88,0.73,0.9,1.0,1.0
bionote.csv,0.0,0.15,0.08,0.09,0.04,0.06,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.03,0.0,0.03,0.0,0.0
bulmages.csv,0.0,0.1,0.18,0.0,0.15,0.0,0.0,0.19,0.0,0.09,0.12,0.0,0.0,0.18,0.0,0.28,0.0,0.2
fm-classic.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.0
hazelcast.csv,1.0,1.0,0.25,0.94,0.76,0.71,0.0,0.81,0.9,0.97,0.64,0.98,1.0,0.97,0.92,0.74,0.0,0.8
jppf-project.csv,1.0,0.9,0.48,0.91,0.96,0.87,0.6,0.68,0.75,0.75,0.76,1.0,0.0,0.89,0.85,0.97,0.0,0.87
megasquirtavr.csv,1.0,0.95,0.0,1.0,1.0,0.87,0.7,0.97,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.86,1.0,1.0
mevenide.csv,0.0,0.3,0.95,0.48,0.57,0.1,0.3,0.29,0.18,0.12,0.14,0.22,0.5,0.4,0.48,0.0,1.0,0.4
mumble.csv,0.05,0.4,0.04,0.45,0.33,0.29,0.0,0.29,0.18,0.19,0.14,0.19,0.5,0.0,0.4,0.17,0.0,0.4
mycila.csv,0.0,0.1,0.29,0.09,0.26,0.16,0.5,0.13,0.21,0.0,0.0,0.45,0.12,0.15,0.02,0.06,1.0,0.13
opengs.csv,0.16,0.4,0.0,0.27,0.35,0.48,0.0,0.06,0.0,0.53,0.17,0.14,0.38,0.14,0.5,0.22,0.0,0.27
openintents.csv,0.05,0.3,0.0,0.03,0.46,0.35,0.6,0.71,0.47,0.24,0.36,0.36,0.5,0.25,0.35,0.4,1.0,0.6
tweetsharp.csv,0.79,0.2,0.01,0.15,0.52,0.65,0.5,0.61,0.82,0.16,0.38,0.48,0.12,0.68,0.38,0.52,0.0,0.0
xharbour.csv,0.0,1.0,0.48,0.82,0.57,1.0,1.0,0.61,0.81,0.94,1.0,0.9,0.5,0.69,0.92,0.98,0.0,0.87
