,olsrd.csv,reaper-ecad.csv,rtb-team.csv,autofac.csv,sidekar.csv,fluidium.csv,jsr308-langtools.csv,illumination.csv,buddata-ebxml-registry.csv
autofac.csv,0.1,0.45,0.03,0.15,0.5,0.38,0.2,0.25,0.25
buddata-ebxml-registry.csv,1.0,0.44,0.89,0.91,0.92,1.0,0.9,0.98,0.0
fluidium.csv,0.3,0.0,0.0,0.0,0.05,0.45,0.2,0.02,0.0
illumination.csv,0.9,1.0,1.0,1.0,1.0,1.0,0.05,0.14,1.0
jsr308-langtools.csv,0.35,1.0,1.0,1.0,1.0,1.0,0.1,0.52,0.75
olsrd.csv,0.25,0.69,0.59,0.76,0.24,0.34,0.4,0.74,1.0
reaper-ecad.csv,0.0,0.22,0.0,0.09,0.0,0.07,0.0,0.02,0.0
rtb-team.csv,0.2,0.0,0.14,0.15,0.13,0.1,0.15,0.05,1.0
sidekar.csv,0.0,0.0,1.0,0.45,0.24,1.0,0.0,0.0,0.0
