,x4x.csv,xharbour.csv,megasquirtavr.csv,atomsite.csv,hazelcast.csv,emisview.csv,trackit.csv,betoffice.csv,jitterbit.csv,wxlua.csv,bnetd.csv,jppf-project.csv,findbugs.csv,tweetsharp.csv,stajistics.csv,elvishrayrenderer.csv
atomsite.csv,0.64,0.0,0.36,0.93,0.63,0.48,0.61,0.59,0.47,0.09,0.18,0.59,0.39,0.5,0.41,0.06
betoffice.csv,0.43,0.71,0.18,0.39,0.64,0.36,0.46,0.97,0.43,0.82,0.54,0.63,0.31,0.72,0.38,0.45
bnetd.csv,0.81,0.84,0.36,0.51,0.89,0.51,0.43,0.56,0.46,0.79,0.99,0.91,0.48,0.79,0.56,0.81
elvishrayrenderer.csv,0.73,0.7,0.36,0.51,0.85,0.38,0.56,0.37,0.4,0.47,0.39,0.85,0.46,0.55,0.46,1.0
emisview.csv,0.21,0.0,0.17,0.42,0.28,1.0,0.18,0.04,0.28,0.02,0.09,0.2,0.39,0.26,0.36,0.25
findbugs.csv,0.69,0.85,0.33,0.23,0.63,0.24,0.68,0.48,0.37,0.74,0.64,0.38,1.0,0.73,0.34,0.63
hazelcast.csv,0.86,0.87,0.43,0.54,1.0,0.49,0.67,0.67,0.42,0.83,0.68,0.94,0.49,0.73,0.57,0.76
jitterbit.csv,0.45,0.68,0.29,0.3,0.46,0.31,0.24,0.07,0.98,0.87,0.49,0.45,0.51,0.52,0.15,0.57
jppf-project.csv,0.85,0.87,0.34,0.49,0.88,0.47,0.78,0.63,0.33,0.96,0.61,1.0,0.51,0.56,0.45,0.68
megasquirtavr.csv,0.85,0.82,0.95,0.55,0.91,0.5,0.69,0.57,0.47,0.27,0.46,0.89,0.55,0.66,0.46,0.71
stajistics.csv,0.5,0.48,0.25,0.53,0.69,0.42,0.66,0.2,0.31,0.74,0.12,0.81,0.42,0.55,1.0,0.69
trackit.csv,0.72,0.19,0.3,0.37,0.75,0.23,0.98,0.14,0.34,0.39,0.11,0.71,0.34,0.32,0.22,0.3
tweetsharp.csv,0.6,0.64,0.22,0.17,0.52,0.42,0.48,0.54,0.35,0.89,0.63,0.44,0.22,0.99,0.3,0.28
wxlua.csv,0.85,0.89,0.35,0.47,0.92,0.51,0.79,0.67,0.42,1.0,0.64,0.94,0.55,0.78,0.46,0.73
x4x.csv,1.0,0.83,0.28,0.52,0.89,0.43,0.71,0.61,0.27,0.74,0.67,0.89,0.51,0.71,0.49,0.68
xharbour.csv,0.84,1.0,0.41,0.43,0.83,0.53,0.79,0.58,0.41,0.48,0.64,0.62,0.59,0.71,0.45,0.73
