,x4x.csv,xharbour.csv,megasquirtavr.csv,atomsite.csv,hazelcast.csv,emisview.csv,trackit.csv,betoffice.csv,jitterbit.csv,wxlua.csv,bnetd.csv,jppf-project.csv,findbugs.csv,tweetsharp.csv,stajistics.csv,elvishrayrenderer.csv
atomsite.csv,0.74,1.0,0.64,0.14,0.93,0.59,0.65,0.77,0.53,0.95,0.9,0.84,0.77,0.67,0.81,0.97
betoffice.csv,0.81,0.91,0.86,0.71,0.76,0.7,0.75,0.05,0.59,0.57,0.69,1.01,0.82,0.54,0.68,0.87
bnetd.csv,0.77,0.47,0.61,0.73,0.21,0.85,0.88,0.68,0.69,1.04,0.03,0.88,0.9,0.82,0.53,0.67
elvishrayrenderer.csv,0.67,0.51,0.67,0.61,0.25,0.87,0.64,0.78,0.69,0.78,0.75,0.78,0.72,0.76,0.59,0.0
emisview.csv,0.88,1.0,0.9,0.69,0.84,0.0,0.9,0.98,0.81,0.99,0.95,0.89,0.71,0.9,0.72,0.85
findbugs.csv,0.7,0.75,0.99,0.85,1.1,0.82,0.59,0.74,0.66,0.63,0.98,0.77,0.0,0.43,0.85,0.77
hazelcast.csv,0.84,0.64,0.52,0.7,0.0,0.91,0.87,0.8,0.87,0.56,0.55,0.88,0.91,0.84,0.56,0.74
jitterbit.csv,0.73,0.93,0.93,0.78,0.72,0.79,0.86,0.97,0.04,0.65,0.65,0.72,0.58,0.65,0.91,0.71
jppf-project.csv,1.0,1.0,0.68,0.98,1.0,0.98,0.96,0.9,1.01,0.75,0.99,0.0,0.94,0.94,1.0,0.92
megasquirtavr.csv,0.92,0.57,0.1,0.74,0.41,0.87,0.68,0.63,0.7,0.92,0.68,1.01,0.73,0.83,0.85,0.67
stajistics.csv,0.8,0.74,0.9,0.52,0.5,0.63,0.58,0.88,0.74,0.84,0.94,0.91,0.69,0.7,0.0,0.57
trackit.csv,0.81,0.9,0.8,0.75,0.61,0.83,0.05,0.92,0.8,0.84,1.01,0.66,0.79,0.81,0.85,0.98
tweetsharp.csv,0.77,0.86,0.9,0.94,1.0,0.7,0.7,0.66,0.7,0.64,0.73,0.73,0.87,0.02,0.79,0.84
wxlua.csv,1.0,1.0,0.78,0.94,1.0,0.77,0.96,1.0,0.97,0.0,0.9,1.0,0.96,0.94,0.99,0.9
x4x.csv,0.0,0.96,0.8,0.83,0.9,0.89,0.93,0.85,0.9,0.43,0.95,0.88,0.88,0.91,0.74,0.92
xharbour.csv,1.0,0.0,0.63,0.7,0.73,0.5,0.83,0.82,0.76,0.84,0.95,0.65,0.66,0.91,0.87,0.75
