,x4x.csv,xharbour.csv,megasquirtavr.csv,atomsite.csv,hazelcast.csv,emisview.csv,trackit.csv,betoffice.csv,jitterbit.csv,wxlua.csv,bnetd.csv,jppf-project.csv,findbugs.csv,tweetsharp.csv,stajistics.csv,elvishrayrenderer.csv
atomsite.csv,0.53,0.0,0.62,0.63,0.59,0.4,0.62,0.5,0.72,0.75,0.8,0.52,0.53,0.57,0.59,0.5
betoffice.csv,0.72,0.53,0.83,0.68,0.57,0.81,0.58,0.59,0.7,0.69,0.56,0.53,0.63,0.52,0.62,0.67
bnetd.csv,0.3,0.3,0.43,0.33,0.33,0.28,0.38,0.38,0.34,0.41,0.5,0.31,0.28,0.34,0.37,0.33
elvishrayrenderer.csv,0.37,0.35,0.63,0.37,0.34,0.37,0.48,0.6,0.42,0.58,0.77,0.33,0.4,0.52,0.56,0.44
emisview.csv,0.83,0.0,0.75,0.82,0.89,0.65,0.75,0.67,0.98,0.0,0.75,0.9,0.61,0.75,0.85,0.83
findbugs.csv,0.55,0.45,0.54,0.9,0.62,0.78,0.66,0.7,0.76,0.6,0.44,0.96,0.64,0.48,0.68,0.52
hazelcast.csv,0.31,0.31,0.46,0.33,0.35,0.28,0.37,0.38,0.35,0.45,0.35,0.31,0.29,0.3,0.34,0.31
jitterbit.csv,0.62,0.51,0.63,0.79,0.63,0.58,0.88,0.9,0.72,0.58,0.72,0.75,0.65,0.68,0.9,0.54
jppf-project.csv,0.35,0.41,0.95,0.39,0.43,0.31,0.4,0.44,0.42,0.51,0.44,0.35,0.32,0.45,0.45,0.43
megasquirtavr.csv,0.34,0.35,0.83,0.35,0.4,0.29,0.4,0.47,0.42,0.94,0.64,0.36,0.35,0.38,0.48,0.39
stajistics.csv,0.5,0.8,0.69,0.48,0.47,0.72,0.6,0.93,0.63,0.74,0.89,0.39,0.62,0.67,0.63,0.5
trackit.csv,0.42,0.89,0.86,0.57,0.46,0.8,0.56,0.91,0.5,0.96,0.94,0.46,0.61,0.88,0.93,0.74
tweetsharp.csv,0.5,0.56,0.67,0.84,0.67,0.9,0.68,0.66,0.96,0.57,0.45,0.81,0.94,0.46,0.68,0.89
wxlua.csv,0.35,0.39,0.56,0.41,0.4,0.32,0.4,0.39,0.38,0.52,0.44,0.34,0.31,0.4,0.45,0.38
x4x.csv,0.4,0.42,0.89,0.36,0.43,0.35,0.44,0.45,0.46,0.6,0.41,0.36,0.35,0.4,0.43,0.38
xharbour.csv,0.35,0.38,0.55,0.51,0.43,0.46,0.43,0.44,0.48,0.58,0.42,0.54,0.4,0.42,0.51,0.4
