,nova.csv,crisscross.csv,mb-unit.csv,ivatamasks.csv,ivataopenportal.csv,kolmafia.csv,olex2.csv
crisscross.csv,0.92,0.89,0.82,0.67,0.83,0.41,0.6
ivatamasks.csv,0.5,0.49,0.47,0.43,0.38,0.38,0.56
ivataopenportal.csv,0.8,0.84,0.47,0.61,0.56,0.45,0.5
kolmafia.csv,0.89,0.69,0.48,0.52,0.55,0.41,0.66
mb-unit.csv,0.58,0.48,0.45,0.44,0.42,0.41,0.37
nova.csv,0.75,0.64,0.62,0.53,0.56,0.44,0.53
olex2.csv,0.8,0.68,0.59,0.59,0.51,0.48,0.52
