,nova.csv,crisscross.csv,mb-unit.csv,ivatamasks.csv,ivataopenportal.csv,kolmafia.csv,olex2.csv
crisscross.csv,0.25,0.0,0.04,0.02,0.1,0.51,0.27
ivatamasks.csv,0.02,0.54,0.47,0.0,0.36,0.38,0.38
ivataopenportal.csv,0.07,0.15,0.6,0.55,0.01,0.38,0.45
kolmafia.csv,0.16,0.3,0.21,0.19,0.28,0.0,0.28
mb-unit.csv,0.43,0.85,0.03,0.89,0.69,0.77,0.79
nova.csv,0.0,0.38,0.25,0.57,0.75,0.44,0.42
olex2.csv,0.41,0.36,0.25,0.43,0.36,0.38,0.0
