,openefm.csv,jgnash.csv,yarp0.csv,mp-rechnungs-und-kundenverwaltung.csv,ingex.csv,ambulant.csv
ambulant.csv,0.29,0.14,0.29,0.3,0.39,0.56
ingex.csv,0.34,0.14,0.33,0.33,0.52,0.48
jgnash.csv,0.53,0.33,0.36,0.4,0.41,0.45
mp-rechnungs-und-kundenverwaltung.csv,0.46,0.17,0.8,0.48,0.5,0.65
openefm.csv,0.54,0.19,0.1,0.33,0.48,0.48
yarp0.csv,0.31,0.2,0.61,0.33,0.42,0.41
