,openefm.csv,jgnash.csv,yarp0.csv,mp-rechnungs-und-kundenverwaltung.csv,ingex.csv,ambulant.csv
ambulant.csv,0.89,0.79,0.76,0.75,0.78,0.47
ingex.csv,0.7,0.88,0.7,0.86,0.54,0.65
jgnash.csv,0.49,0.42,0.6,0.59,0.64,0.63
mp-rechnungs-und-kundenverwaltung.csv,0.59,0.73,0.75,0.48,0.52,0.65
openefm.csv,0.44,0.6,0.97,0.68,0.64,0.7
yarp0.csv,0.78,0.72,0.36,0.83,0.67,0.7
