,x4x.csv,mobicents.csv,jmol.csv,bnetd.csv,minig.csv,grisbi.csv,zabbix.csv,carabiner.csv,zxing.csv
bnetd.csv,0.92,0.8,0.78,0.17,0.59,0.29,0.77,0.67,0.94
carabiner.csv,0.83,0.96,0.3,0.23,0.99,0.29,0.42,0.22,0.71
grisbi.csv,0.92,0.91,1.0,0.54,0.9,0.29,0.77,0.98,0.88
jmol.csv,1.0,0.87,0.39,0.11,0.94,0.21,0.11,0.94,0.94
minig.csv,0.33,0.35,1.0,0.89,0.27,1.0,0.55,0.02,0.35
mobicents.csv,0.33,0.33,1.0,0.69,0.25,0.86,0.35,0.16,0.53
x4x.csv,0.33,0.74,0.7,0.91,0.8,0.79,0.51,0.76,0.71
zabbix.csv,0.42,0.62,0.43,0.46,0.62,0.0,0.24,0.71,0.76
zxing.csv,1.0,0.66,0.3,0.57,0.47,0.29,0.61,0.63,0.29
