,x4x.csv,mobicents.csv,jmol.csv,bnetd.csv,minig.csv,grisbi.csv,zabbix.csv,carabiner.csv,zxing.csv
bnetd.csv,0.92,0.81,0.81,0.35,0.7,0.3,0.8,0.86,0.94
carabiner.csv,0.87,0.96,0.64,0.38,0.99,0.31,0.64,0.35,0.72
grisbi.csv,0.92,0.91,1.0,0.68,0.9,0.32,0.81,0.98,0.88
jmol.csv,1.01,0.88,0.48,0.45,0.96,0.52,0.58,0.95,0.97
minig.csv,0.72,0.56,1.0,0.95,0.46,1.01,0.65,0.86,0.47
mobicents.csv,0.45,0.47,1.0,0.72,0.54,0.87,0.36,0.79,0.58
x4x.csv,0.41,0.77,0.75,0.91,0.85,0.94,0.52,0.94,0.71
zabbix.csv,0.62,0.71,0.87,0.6,0.77,0.47,0.56,1.01,0.77
zxing.csv,1.0,0.71,0.48,0.63,0.64,0.49,0.7,0.75,0.39
