,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv
adaptagrams.csv,1.0,0.46,0.6,0.53,0.33
aime.csv,0.4,0.58,0.31,0.2,0.94
badtrinitycore.csv,0.22,0.04,0.2,0.95,0.48
electric-core.csv,0.43,0.45,0.93,0.49,0.53
olsrd.csv,0.3,0.99,0.54,0.58,0.61
