,wgs-assembler.csv,nh3d.csv,jvcl.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,scen-connect.csv,jaxen.csv,emulemorph.csv,motu.csv,zabbix.csv,jfreechart.csv,gisgraphy.csv
blogentis.csv,99.0,198.0,832.5,579.5,281.5,184.0,1985.5,442.5,2407.5,165.0,99.0,1966.0,1235.0
emulemorph.csv,80.5,363.5,347.0,94.5,195.0,0.0,426.0,180.0,1428.0,236.0,99.0,2030.0,37.5
gisgraphy.csv,0.0,85.5,467.5,98.5,92.5,88.5,1035.0,170.0,594.0,424.5,99.0,341.5,173.0
jaxen.csv,99.0,198.0,909.0,98.5,294.0,88.5,2716.0,459.5,2855.0,191.0,99.0,4042.5,1152.5
jvcl.csv,194.5,1.5,744.0,98.5,292.0,97.5,463.0,459.5,1442.0,83.5,99.0,2482.0,328.0
m-m-m.csv,99.0,99.0,1889.5,197.5,292.0,184.0,2892.0,1454.0,1790.5,285.5,99.0,3154.0,1139.5
motu.csv,99.0,198.0,1890.5,1782.0,294.0,97.5,274.5,1367.5,1926.0,354.0,99.0,4630.0,1235.0
nh3d.csv,99.0,99.0,0.0,197.5,294.0,97.5,2892.0,1454.0,91.0,285.5,99.0,4960.5,1235.0
sarasvati.csv,93.5,8809.0,1258.0,483.0,569.5,184.0,956.0,1446.0,1420.5,447.5,98.5,1158.5,509.0
wgs-assembler.csv,186.0,198.0,1964.0,197.5,95.5,69.5,2832.5,721.0,1440.5,285.5,99.0,1959.0,417.5
zabbix.csv,99.0,615.5,994.0,197.5,95.5,183.0,850.5,630.5,2050.0,281.5,95.5,1643.5,236.5
