,google-collections.csv,dsworkbench.csv,autofac.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,exist.csv,octet.csv,jchassis.csv,ambulant.csv,coot.csv,emono.csv,thedata.csv
ambulant.csv,1.17,0.85,0.78,0.87,0.81,0.66,0.9,0.96,0.83,0.39,0.7,0.93,1.03
autofac.csv,0.72,0.92,0.28,0.74,0.41,0.84,0.63,0.64,0.73,0.61,0.56,0.7,1.04
coot.csv,1.02,0.92,0.81,0.8,0.89,0.71,0.99,0.96,0.88,0.6,0.4,0.57,0.8
dsworkbench.csv,0.7,0.34,0.87,0.75,0.9,0.81,0.78,0.86,1.0,0.78,0.87,0.77,1.0
emono.csv,1.03,0.81,0.85,0.82,0.95,0.8,0.79,1.05,1.0,0.62,0.65,0.52,0.52
exist.csv,1.06,0.9,1.0,0.9,1.01,0.96,0.34,1.01,1.08,0.61,0.84,0.79,0.6
freelords.csv,0.53,0.69,0.55,0.51,0.48,0.91,0.78,0.56,0.57,0.65,0.71,0.86,0.68
google-collections.csv,0.19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
jchassis.csv,0.97,1.0,1.0,1.0,1.0,0.97,1.0,1.0,0.11,1.0,1.0,1.0,1.0
jpaul.csv,0.61,0.84,0.68,0.94,0.32,0.77,0.83,0.63,0.26,0.53,0.97,1.0,1.02
neodatis-odb.csv,1.09,0.66,0.66,0.84,0.75,0.42,0.71,0.6,0.72,0.87,0.56,0.71,0.75
octet.csv,0.53,0.61,0.83,0.63,0.81,0.59,0.97,0.24,1.04,0.84,0.72,0.7,0.85
thedata.csv,1.02,0.59,0.82,0.8,0.92,0.67,0.71,0.88,1.09,0.59,0.61,0.64,0.05
