,google-collections.csv,dsworkbench.csv,autofac.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,exist.csv,octet.csv,jchassis.csv,ambulant.csv,coot.csv,emono.csv,thedata.csv
ambulant.csv,0.88,0.9,0.51,0.45,0.95,0.9,0.41,0.54,0.6,0.63,0.45,0.5,0.94
autofac.csv,0.57,0.8,0.48,0.46,0.48,0.44,0.41,0.46,0.58,0.44,0.32,0.52,0.88
coot.csv,0.43,0.75,0.91,0.62,0.51,0.67,0.67,0.5,0.57,0.46,0.45,0.51,0.48
dsworkbench.csv,0.67,0.47,0.86,0.83,0.89,0.95,0.53,0.8,0.83,0.96,0.82,0.96,0.0
emono.csv,0.51,0.8,0.5,0.55,0.47,0.53,0.8,0.49,0.5,0.51,0.5,0.55,0.71
exist.csv,0.59,0.42,0.32,0.39,0.46,0.4,0.43,0.46,0.5,0.45,0.45,0.42,0.39
freelords.csv,0.34,0.36,0.37,0.41,0.37,0.43,0.35,0.5,0.53,0.42,0.39,0.42,0.42
google-collections.csv,0.35,0.36,0.32,0.39,0.45,0.4,0.34,0.45,0.5,0.43,0.45,0.43,0.36
jchassis.csv,0.5,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.89,0.0,0.0,0.0,0.0
jpaul.csv,0.61,0.4,0.81,0.92,0.44,0.74,0.78,0.75,0.95,0.63,0.0,0.0,0.91
neodatis-odb.csv,0.44,0.67,0.53,0.94,0.57,0.7,0.69,0.85,0.49,0.94,0.53,0.88,0.8
octet.csv,0.55,0.53,0.41,0.53,0.54,0.52,0.35,0.75,0.5,0.45,0.46,0.54,0.5
thedata.csv,0.4,0.46,0.44,0.52,0.54,0.55,0.51,0.53,0.62,0.47,0.4,0.49,0.86
