,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,ng4j.csv,jmule.csv
fritzing.csv,0.53,0.51,0.47,0.51,0.4,0.46,0.82,0.0
jlinalg.csv,0.46,0.91,0.51,0.48,0.57,0.57,0.6,0.32
jmule.csv,0.39,0.49,0.45,0.47,0.39,0.51,0.61,0.48
knowledge.csv,0.43,0.38,0.45,0.37,0.4,0.47,0.48,0.38
massiv.csv,0.86,0.96,0.62,0.0,0.0,0.95,0.5,0.83
ng4j.csv,0.44,0.52,0.47,0.53,0.39,0.56,0.6,0.83
playerstage.csv,0.54,0.47,0.44,0.5,0.39,0.58,0.59,0.83
superwaba.csv,0.47,0.42,0.42,0.5,0.32,0.47,0.41,0.67
