,pclasses.csv,tzod.csv,psrchive.csv,liferea.csv,atlc.csv,theresa.csv,pfaedit.csv,opensim4opencog.csv,thrust.csv,yaprm.csv,tktoolkit.csv,miranda-icq.csv,aten.csv,adobe-source.csv,ipfilter.csv
adobe-source.csv,0.31,0.26,0.48,0.0,0.0,0.37,0.51,0.16,0.21,0.61,0.0,0.49,0.37,0.7,0.63
atlc.csv,0.57,0.37,0.54,0.55,0.85,0.55,0.53,0.61,0.33,0.46,0.24,0.64,0.0,0.65,0.56
ipfilter.csv,0.36,0.39,0.56,0.31,0.26,0.49,0.41,0.65,0.0,0.49,0.09,0.64,0.0,0.46,0.96
liferea.csv,0.79,0.67,0.7,0.75,0.34,0.49,0.6,0.47,0.14,0.56,0.44,0.54,0.59,0.34,0.55
miranda-icq.csv,0.61,0.52,0.68,0.65,0.13,0.41,0.16,0.55,0.41,0.48,0.2,0.6,0.0,0.65,0.55
opensim4opencog.csv,0.73,0.67,0.67,0.77,0.46,0.8,0.61,0.59,0.14,0.6,0.51,0.56,0.52,0.55,0.43
pclasses.csv,0.82,0.56,0.17,0.1,0.0,0.0,0.16,0.54,0.0,0.1,0.05,0.0,0.32,0.37,0.05
pfaedit.csv,0.0,0.46,0.64,0.27,0.0,0.68,0.79,0.26,0.07,0.68,0.26,0.0,0.44,0.37,0.09
psrchive.csv,0.31,0.34,0.86,0.52,0.44,0.66,0.45,0.51,0.07,0.5,0.59,0.52,0.63,0.46,0.49
theresa.csv,0.21,0.64,0.65,0.51,0.24,0.93,0.71,0.3,0.0,0.42,0.58,0.39,0.52,0.41,0.45
thrust.csv,0.0,0.05,0.09,0.0,0.12,0.0,0.18,0.32,0.44,0.1,0.0,0.12,0.0,0.52,0.29
tktoolkit.csv,0.39,0.42,0.6,0.46,0.12,0.64,0.66,0.58,0.61,0.51,0.53,0.46,0.0,0.65,0.73
tzod.csv,0.21,0.67,0.64,0.73,0.67,0.95,0.52,0.47,0.15,0.36,0.59,0.62,0.61,0.5,0.6
yaprm.csv,0.64,0.45,0.57,0.1,0.0,0.64,0.18,0.26,0.43,0.68,0.47,0.12,0.0,0.61,0.13
