,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,scenemonitor.csv,pustefix.csv,pamguard.csv,customsagetv.csv,clamav.csv,papertoolkit.csv,gss.csv,tango-cs.csv
checker-framework.csv,0.8,0.83,1.0,0.82,0.95,0.69,0.88,0.74,0.08,0.85,0.97,0.95,0.95,0.7,0.75,0.96,0.9,0.68,0.57,0.72
clamav.csv,0.73,0.63,0.74,0.75,0.63,0.77,0.48,0.69,0.88,0.57,0.9,0.63,0.9,0.7,0.8,0.61,0.0,0.5,0.64,0.61
customsagetv.csv,0.93,1.0,1.0,1.0,1.0,0.95,0.98,1.0,0.94,0.98,1.0,0.97,1.0,0.96,0.95,0.03,1.0,0.67,1.0,0.76
gss.csv,0.69,0.76,0.92,0.6,0.55,0.77,0.86,0.58,0.52,0.7,0.71,0.53,0.73,0.87,0.8,0.93,0.75,0.53,0.0,0.65
guineu.csv,0.12,0.58,1.0,1.0,0.87,0.83,0.77,0.81,0.73,0.68,0.71,1.13,0.85,0.71,0.86,0.28,0.82,1.0,0.87,0.69
inkscape.csv,0.77,0.75,0.95,1.01,0.9,0.71,0.0,0.74,0.85,0.6,0.83,0.73,0.74,0.94,0.91,0.97,0.95,0.44,0.81,0.93
mpqc.csv,0.89,0.88,1.02,0.85,1.03,0.05,0.92,0.89,1.07,0.84,0.8,0.81,0.9,0.88,0.83,1.0,0.83,0.75,0.9,0.62
nsis.csv,0.83,0.92,1.01,0.92,0.99,0.86,0.91,0.75,0.72,0.85,0.0,0.92,0.73,0.94,0.75,0.77,0.95,0.52,0.57,0.82
octave.csv,0.57,0.78,0.4,0.53,0.05,0.84,0.62,0.68,0.68,0.77,0.8,0.64,0.69,0.64,0.78,0.76,0.62,0.72,0.87,0.76
owfs.csv,0.64,0.8,0.72,0.18,0.6,0.86,0.86,0.72,0.51,0.76,0.94,0.89,0.59,0.84,0.63,0.55,1.0,0.46,0.59,0.84
owlib.csv,0.63,0.02,0.4,0.85,0.96,0.78,0.66,0.94,0.8,0.67,0.87,0.87,0.55,0.82,0.66,0.82,0.9,0.53,0.56,0.72
pamguard.csv,0.62,0.74,1.0,1.0,0.61,0.61,0.87,0.8,0.53,0.8,0.77,0.59,0.8,0.81,0.02,0.72,1.0,0.75,0.58,0.78
papertoolkit.csv,1.0,0.99,1.0,1.0,1.0,0.95,0.98,0.96,0.77,0.96,1.01,0.99,1.0,1.0,0.98,1.0,1.0,0.0,1.0,0.96
prelude.csv,0.82,0.95,0.0,0.85,0.99,0.96,0.91,0.87,0.47,0.86,0.75,0.51,0.63,0.92,0.97,0.84,0.8,0.82,0.85,0.96
pustefix.csv,0.69,0.84,0.88,0.67,0.96,0.95,1.02,0.63,0.92,1.01,1.0,1.0,0.9,0.0,0.58,0.55,0.59,0.88,1.0,0.68
robocode.csv,0.6,0.6,0.94,0.6,0.59,0.72,0.71,0.09,0.6,0.52,0.89,0.83,0.67,0.64,0.75,0.89,0.66,1.03,0.52,0.67
scenemonitor.csv,0.62,0.57,0.51,0.69,0.46,0.75,0.67,0.76,0.78,0.6,0.77,0.67,0.1,0.74,0.79,0.59,0.59,0.52,0.54,0.83
tango-cs.csv,0.69,0.69,0.95,0.66,0.98,0.54,0.83,0.74,0.67,0.68,0.77,1.07,0.74,0.82,0.69,0.89,0.85,0.35,0.52,0.06
uwom-server.csv,0.78,0.85,1.0,1.0,0.91,0.89,0.79,0.83,0.89,0.07,0.9,0.84,0.63,1.0,0.74,0.95,0.95,1.22,0.99,0.72
zengine.csv,0.97,0.99,0.48,0.93,0.61,0.8,0.84,0.82,0.61,0.82,0.65,0.03,1.0,0.78,0.97,0.88,0.67,0.8,0.75,0.97
