,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,scenemonitor.csv,pustefix.csv,pamguard.csv,customsagetv.csv,clamav.csv,papertoolkit.csv,gss.csv,tango-cs.csv
checker-framework.csv,0.23,0.33,0.0,0.18,0.05,0.55,0.14,0.35,0.92,0.2,0.07,0.05,0.05,0.35,0.53,0.13,0.1,0.33,0.6,0.33
clamav.csv,0.35,0.43,0.26,0.55,0.5,0.6,0.74,0.39,0.15,0.7,0.15,0.53,0.25,0.35,0.32,0.44,1.0,0.67,0.43,0.51
customsagetv.csv,0.08,0.0,0.0,0.0,0.0,0.05,0.02,0.0,0.08,0.02,0.0,0.03,0.0,0.04,0.05,0.98,0.0,0.33,0.0,0.29
gss.csv,0.73,0.68,0.86,0.82,0.59,0.85,0.58,0.61,0.54,0.82,0.43,0.47,0.5,0.61,0.75,0.44,0.65,0.67,1.0,0.71
guineu.csv,0.88,0.53,0.95,0.82,0.73,0.6,0.42,0.22,0.46,0.55,0.58,0.34,0.15,0.48,0.15,0.87,0.2,0.0,0.17,0.47
inkscape.csv,0.35,0.33,0.05,0.0,0.14,0.35,1.0,0.26,0.15,0.5,0.22,0.29,0.35,0.09,0.12,0.1,0.05,0.67,0.3,0.09
mpqc.csv,0.42,0.15,0.29,0.18,0.09,0.95,0.14,0.52,0.23,0.23,0.64,0.37,0.8,0.48,0.19,0.54,0.6,0.33,0.13,0.58
nsis.csv,0.42,0.75,0.83,0.64,0.91,0.85,0.91,0.61,0.31,0.91,1.0,0.95,0.5,0.87,0.66,0.94,0.95,0.67,0.6,0.27
octave.csv,0.73,0.55,0.83,0.64,0.95,0.25,0.51,0.7,0.77,0.38,0.2,0.37,0.6,0.43,0.73,0.44,0.4,1.0,0.57,0.78
owfs.csv,0.65,0.22,0.29,0.82,0.41,0.15,0.21,0.61,0.54,0.27,0.06,0.11,0.45,0.17,0.56,0.96,0.0,0.67,0.57,0.96
owlib.csv,0.81,0.98,0.83,1.0,0.82,0.5,0.44,0.87,0.77,0.55,0.87,0.74,0.6,0.74,0.81,0.96,0.85,1.0,0.67,0.87
pamguard.csv,0.5,0.36,1.0,1.0,0.45,0.55,0.23,0.52,0.54,0.3,0.24,0.58,0.55,0.26,0.98,0.42,0.95,0.67,0.53,0.53
papertoolkit.csv,0.0,0.01,0.0,0.0,0.0,0.05,0.02,0.04,0.23,0.04,0.0,0.03,0.0,0.0,0.02,0.0,0.0,1.0,0.0,0.04
prelude.csv,0.88,0.97,1.0,1.0,1.0,0.8,0.93,0.87,0.92,0.91,0.78,0.92,0.95,1.0,0.93,0.92,0.8,1.0,0.93,0.98
pustefix.csv,0.38,0.17,0.12,0.36,0.05,0.05,0.0,0.61,0.38,0.0,0.0,0.0,0.8,1.0,0.54,0.63,0.55,0.67,0.57,0.67
robocode.csv,0.58,0.43,0.24,0.82,0.55,0.45,0.33,0.91,0.69,0.64,0.31,0.18,0.35,0.48,0.34,0.6,0.45,0.0,0.5,0.76
scenemonitor.csv,0.58,0.57,0.5,0.73,0.82,0.6,0.7,0.74,0.77,0.55,0.36,0.95,0.9,0.57,0.76,0.77,0.5,1.0,0.7,0.91
tango-cs.csv,0.35,0.34,0.05,0.36,0.05,0.5,0.19,0.3,0.62,0.41,0.36,0.63,0.3,0.22,0.36,0.13,0.15,0.67,0.5,0.96
uwom-server.csv,0.27,0.16,0.0,0.0,0.09,0.15,0.26,0.43,0.77,0.93,0.15,0.16,0.8,0.0,0.39,0.1,0.05,0.0,0.5,0.69
zengine.csv,0.92,0.94,0.83,0.73,0.86,0.9,0.98,0.96,0.85,0.91,0.69,0.97,0.95,0.91,0.98,0.83,0.55,1.0,1.0,0.93
