,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,scenemonitor.csv,pustefix.csv,pamguard.csv,customsagetv.csv,clamav.csv,papertoolkit.csv,gss.csv,tango-cs.csv
checker-framework.csv,0.21,0.49,0.0,0.04,0.0,0.53,0.19,0.36,0.04,0.28,0.29,0.0,0.09,0.24,0.58,0.41,0.06,0.13,0.4,0.28
clamav.csv,0.33,0.27,0.09,0.6,0.39,0.66,0.41,0.32,0.25,0.48,0.29,0.42,0.5,0.24,0.42,0.25,0.0,0.37,0.3,0.36
customsagetv.csv,0.1,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.01,0.0,0.0,0.06,0.03,0.06,0.02,0.0,0.03,0.0,0.26
gss.csv,0.64,0.68,0.91,0.58,0.37,0.76,0.75,0.43,0.23,0.68,0.43,0.0,0.53,0.77,0.76,0.75,0.67,0.42,0.0,0.58
guineu.csv,0.03,0.33,1.0,0.98,0.83,0.73,0.5,0.21,0.5,0.52,0.57,0.92,0.03,0.48,0.15,0.25,0.19,0.05,0.25,0.43
inkscape.csv,0.41,0.33,0.0,0.12,0.25,0.29,0.0,0.07,0.07,0.34,0.29,0.17,0.34,0.24,0.21,0.36,0.0,0.28,0.4,0.19
mpqc.csv,0.67,0.23,0.73,0.23,0.49,0.01,0.31,0.75,0.75,0.35,0.71,0.5,0.88,0.71,0.18,0.89,0.72,0.35,0.25,0.45
nsis.csv,0.6,0.89,1.0,0.85,0.99,0.84,0.91,0.64,0.21,0.84,0.0,0.92,0.53,0.94,0.67,0.77,0.94,0.4,0.4,0.36
octave.csv,0.5,0.63,0.36,0.38,0.0,0.38,0.38,0.61,0.64,0.45,0.0,0.08,0.56,0.31,0.73,0.52,0.14,0.72,0.75,0.72
owfs.csv,0.53,0.18,0.09,0.0,0.13,0.13,0.34,0.61,0.21,0.21,0.0,0.0,0.22,0.13,0.45,0.55,0.08,0.32,0.4,0.84
owlib.csv,0.6,0.01,0.36,0.85,0.94,0.59,0.34,0.93,0.77,0.51,0.86,0.83,0.38,0.77,0.64,0.82,0.89,0.53,0.45,0.71
pamguard.csv,0.36,0.37,1.0,1.0,0.27,0.42,0.41,0.64,0.27,0.39,0.14,0.42,0.66,0.34,0.0,0.43,1.0,0.67,0.35,0.62
papertoolkit.csv,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.04,0.02,0.01,0.14,0.17,0.0,0.0,0.03,0.02,0.0,0.0,0.0,0.01
prelude.csv,0.81,0.95,0.0,0.85,0.99,0.94,0.91,0.86,0.46,0.86,0.71,0.5,0.62,0.92,0.97,0.84,0.78,0.82,0.85,0.96
pustefix.csv,0.31,0.09,0.0,0.21,0.04,0.02,0.19,0.5,0.68,0.11,0.0,0.08,0.88,0.0,0.36,0.41,0.39,0.82,0.9,0.59
robocode.csv,0.43,0.19,0.55,0.58,0.37,0.47,0.22,0.0,0.52,0.38,0.57,0.17,0.16,0.37,0.36,0.8,0.36,0.27,0.15,0.62
scenemonitor.csv,0.45,0.37,0.09,0.63,0.43,0.63,0.59,0.71,0.75,0.41,0.43,0.67,0.0,0.6,0.76,0.55,0.31,0.52,0.45,0.83
tango-cs.csv,0.22,0.2,0.0,0.19,0.23,0.21,0.16,0.25,0.55,0.34,0.43,1.0,0.25,0.26,0.24,0.2,0.06,0.12,0.15,0.04
uwom-server.csv,0.26,0.08,0.0,0.0,0.1,0.25,0.25,0.61,0.86,0.0,0.29,0.0,0.59,0.02,0.42,0.3,0.0,0.7,0.85,0.65
zengine.csv,0.97,0.99,0.45,0.88,0.59,0.8,0.84,0.82,0.59,0.82,0.57,0.0,1.0,0.77,0.97,0.86,0.5,0.8,0.75,0.97
