,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,scenemonitor.csv,pustefix.csv,pamguard.csv,customsagetv.csv,clamav.csv,papertoolkit.csv,gss.csv,tango-cs.csv
checker-framework.csv,0.72,0.69,0.0,0.75,0.0,0.63,0.92,0.5,0.71,0.88,0.88,0.5,0.75,0.57,0.4,0.8,0.75,0.89,0.46,0.65
clamav.csv,0.71,0.57,0.75,0.38,0.49,0.41,0.42,0.56,0.81,0.45,0.8,0.44,0.52,0.57,0.58,0.56,0.55,0.58,0.47,0.5
customsagetv.csv,0.88,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.5,0.0,0.0,0.5,0.67,0.8,0.5,0.0,0.67,0.0,0.68
gss.csv,0.34,0.48,0.57,0.44,0.53,0.49,0.45,0.35,0.4,0.5,0.53,0.56,0.48,0.47,0.38,0.45,0.54,0.41,0.4,0.35
guineu.csv,0.72,0.65,0.51,0.42,0.45,0.48,0.65,0.91,0.71,0.56,0.69,0.71,0.75,0.56,0.93,0.46,0.91,0.67,0.9,0.51
inkscape.csv,0.58,0.66,0.5,0.83,0.83,0.82,0.44,0.88,0.83,0.6,0.62,0.69,0.56,0.94,0.93,0.9,0.0,0.63,0.59,0.94
mpqc.csv,0.5,0.98,0.95,0.93,0.87,0.95,0.94,0.61,0.8,0.99,0.68,0.7,0.36,0.56,0.94,0.43,0.55,0.91,0.89,0.58
nsis.csv,0.46,0.47,0.54,0.41,0.39,0.48,0.4,0.47,0.56,0.48,0.49,0.45,0.52,0.41,0.46,0.34,0.4,0.62,0.5,0.7
octave.csv,0.5,0.5,0.44,0.44,0.9,0.65,0.5,0.48,0.61,0.58,0.82,0.73,0.43,0.66,0.34,0.41,0.69,0.39,0.41,0.41
owfs.csv,0.38,0.98,0.46,0.89,0.82,0.94,0.7,0.45,0.53,0.69,0.8,0.75,0.56,0.92,0.4,0.36,0.67,0.48,0.48,0.35
owlib.csv,0.39,0.54,0.51,0.42,0.42,0.51,0.47,0.43,0.6,0.48,0.52,0.55,0.42,0.45,0.36,0.34,0.41,0.43,0.41,0.34
pamguard.csv,0.59,0.66,0.49,0.4,0.68,0.68,0.7,0.57,0.64,0.72,0.91,0.7,0.5,0.78,0.43,0.63,0.4,0.5,0.48,0.48
papertoolkit.csv,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.75,0.67,0.0,0.67,0.0,0.0,0.5,0.0,0.0,0.67,0.0,0.67
prelude.csv,0.34,0.4,0.48,0.38,0.38,0.42,0.35,0.43,0.47,0.44,0.5,0.37,0.38,0.39,0.32,0.33,0.43,0.35,0.33,0.35
pustefix.csv,0.71,0.97,0.8,0.6,0.8,0.67,0.83,0.68,0.81,0.94,0.0,0.0,0.36,0.74,0.52,0.55,0.52,0.41,0.4,0.42
robocode.csv,0.4,0.6,0.88,0.41,0.46,0.57,0.62,0.57,0.61,0.47,0.48,0.67,0.75,0.41,0.62,0.41,0.5,0.75,0.5,0.35
scenemonitor.csv,0.51,0.46,0.36,0.34,0.42,0.44,0.37,0.46,0.65,0.46,0.5,0.41,0.56,0.54,0.34,0.41,0.48,0.41,0.43,0.35
tango-cs.csv,0.73,0.78,0.5,0.79,0.96,0.94,0.85,0.64,0.77,0.59,0.88,0.58,0.64,0.76,0.66,0.94,0.8,0.89,0.5,0.59
uwom-server.csv,0.86,0.97,0.0,0.0,0.92,0.67,0.68,0.67,0.59,0.83,0.73,0.83,0.37,0.0,0.59,0.94,0.0,0.43,0.47,0.47
zengine.csv,0.29,0.39,0.42,0.33,0.39,0.51,0.36,0.4,0.45,0.4,0.41,0.41,0.29,0.42,0.32,0.31,0.45,0.35,0.33,0.33
