,acegisecurity.csv,wow-qrsk.csv,ppcboot.csv,wxstudio.csv,simplewebservices.csv,uwom.csv
acegisecurity.csv,0.18,0.58,0.82,0.8,0.86,0.62
ppcboot.csv,0.66,0.54,0.05,0.78,0.73,0.55
simplewebservices.csv,0.63,0.8,0.79,0.77,0.04,0.82
uwom.csv,0.7,0.17,0.95,0.85,0.8,0.02
wow-qrsk.csv,0.79,0.06,0.97,0.8,0.81,0.23
wxstudio.csv,0.68,0.8,0.8,0.09,0.75,0.81
