,sabbu.csv,vxl.csv,jicarilla.csv,ossim.csv,zact.csv,optalgtoolkit.csv,projectts.csv,abbot.csv,oscarmcmaster.csv
abbot.csv,0.81,1.0,0.0,0.94,1.0,1.0,0.51,0.77,0.89
jicarilla.csv,0.09,0.0,0.88,0.0,0.0,0.0,0.08,0.43,0.11
optalgtoolkit.csv,0.38,0.41,0.7,0.38,0.29,0.68,0.27,0.89,0.32
oscarmcmaster.csv,0.66,0.89,0.06,1.0,0.14,0.47,0.08,0.61,0.49
ossim.csv,0.29,0.19,0.27,0.81,0.0,0.32,0.65,0.89,0.3
projectts.csv,0.76,0.81,0.06,0.56,0.86,0.79,0.76,0.25,0.57
sabbu.csv,0.76,0.59,0.12,0.62,0.86,0.05,0.46,0.09,0.66
vxl.csv,0.47,0.49,0.0,0.5,0.43,0.47,0.27,0.14,0.62
zact.csv,0.47,0.03,0.09,0.38,0.57,0.0,0.59,0.27,0.4
