,flylinkdc.csv,vdsf.csv,nuttx.csv,dvt.csv,ldview.csv,fw4spl.csv,ctrlr.csv,ipfire-wall.csv,uclmda.csv,codepurge.csv,free-evolution.csv,xcf.csv
codepurge.csv,0.67,0.48,0.57,0.46,0.52,0.46,0.83,0.56,0.26,0.6,0.51,0.67
ctrlr.csv,0.91,0.0,0.0,0.94,0.93,0.83,0.83,0.92,0.45,0.98,0.97,0.81
dvt.csv,0.47,0.28,0.93,0.59,0.58,0.97,0.64,0.48,0.27,0.55,0.57,0.86
flylinkdc.csv,0.56,0.29,0.6,0.56,0.5,0.54,0.66,0.52,0.85,0.57,0.54,0.52
free-evolution.csv,0.35,0.26,0.53,0.49,0.56,0.58,0.86,0.43,0.26,0.54,0.58,0.44
fw4spl.csv,0.6,0.72,0.77,0.73,0.92,0.65,0.64,0.46,0.9,0.51,0.68,0.75
ipfire-wall.csv,0.71,0.44,0.66,0.67,0.75,0.98,0.76,0.46,0.67,0.88,0.8,0.78
ldview.csv,0.37,0.26,0.6,0.48,0.67,0.66,0.88,0.39,0.3,0.96,0.67,0.52
nuttx.csv,0.53,0.99,0.68,0.77,0.48,0.56,0.89,0.48,0.38,0.54,0.46,0.53
uclmda.csv,0.73,0.89,0.97,0.91,0.75,0.88,0.91,0.8,0.27,0.97,0.95,0.89
vdsf.csv,0.44,0.99,0.65,0.65,0.65,0.73,0.55,0.37,0.46,0.52,0.5,0.49
xcf.csv,0.38,0.45,0.74,0.39,0.45,0.45,0.71,0.35,0.37,0.66,0.54,0.42
