,opde.csv,mb-unit.csv,chipster.csv,delphilhlplib.csv,ivataopenportal.csv,pamguard.csv,jppf-project.csv,bigdata.csv,kolmafia.csv,quark.csv,tigermud.csv,emite.csv,l2j.csv,stajistics.csv,hydrate.csv,jfreechart.csv
bigdata.csv,0.49,0.39,0.13,0.53,0.3,0.7,0.34,1.0,0.72,0.31,0.61,0.12,0.38,0.2,0.42,0.02
chipster.csv,0.5,0.46,0.99,0.69,0.38,0.49,0.58,0.49,0.64,0.29,0.2,0.3,0.26,0.31,0.76,0.05
delphilhlplib.csv,0.53,0.71,0.49,0.99,0.41,0.62,0.29,0.58,0.53,0.41,0.38,0.42,0.59,0.51,0.57,0.0
emite.csv,0.57,0.59,0.42,0.67,0.35,0.6,0.59,0.67,0.55,0.19,0.49,0.98,0.39,0.42,0.55,0.04
hydrate.csv,0.36,0.34,0.23,0.26,0.33,0.49,0.47,0.41,0.71,0.25,0.23,0.12,0.26,0.44,1.0,0.0
ivataopenportal.csv,0.26,0.71,0.53,0.63,0.98,0.66,0.69,0.59,0.58,0.4,0.46,0.58,0.65,0.49,0.67,0.03
jppf-project.csv,0.52,0.86,0.54,0.73,0.6,0.76,1.0,0.83,0.72,0.17,0.78,0.57,0.78,0.46,0.79,0.02
kolmafia.csv,0.44,0.51,0.44,0.74,0.61,0.64,0.75,0.65,1.0,0.37,0.51,0.19,0.6,0.48,0.7,0.03
l2j.csv,0.44,0.65,0.57,0.76,0.46,0.65,0.84,0.78,0.72,0.25,0.64,0.58,1.0,0.48,0.79,0.0
mb-unit.csv,0.44,0.99,0.58,0.65,0.68,0.71,0.77,0.71,0.51,0.34,0.41,0.56,0.78,0.46,0.66,0.02
opde.csv,0.98,0.78,0.45,0.78,0.46,0.57,0.78,0.71,0.59,0.34,0.38,0.49,0.64,0.48,0.79,0.04
pamguard.csv,0.49,0.6,0.52,0.77,0.44,0.98,0.78,0.75,0.73,0.27,0.72,0.44,0.39,0.41,0.74,0.02
quark.csv,0.08,0.05,0.11,0.04,0.12,0.13,0.0,0.11,0.08,1.0,0.06,0.0,0.09,0.06,0.0,0.0
stajistics.csv,0.0,0.32,0.45,0.39,0.23,0.27,0.48,0.54,0.55,0.21,0.35,0.3,0.4,0.95,0.58,0.0
tigermud.csv,0.47,0.85,0.58,0.72,0.67,0.78,0.9,0.82,0.63,0.39,0.97,0.55,0.78,0.5,0.75,0.02
