,opde.csv,mb-unit.csv,chipster.csv,delphilhlplib.csv,ivataopenportal.csv,pamguard.csv,jppf-project.csv,bigdata.csv,kolmafia.csv,quark.csv,tigermud.csv,emite.csv,l2j.csv,stajistics.csv,hydrate.csv,jfreechart.csv
bigdata.csv,0.41,0.68,0.92,0.65,0.73,0.33,0.89,0.43,0.33,0.77,0.44,0.67,0.69,0.9,0.8,0.31
chipster.csv,0.93,0.61,0.54,0.44,0.81,0.53,0.55,0.63,0.47,0.46,0.57,0.75,0.88,0.73,0.4,0.54
delphilhlplib.csv,0.36,0.5,0.5,0.43,0.67,0.4,0.94,0.54,0.6,0.44,0.56,0.73,0.46,0.49,0.43,0.49
emite.csv,0.5,0.52,0.51,0.47,0.69,0.42,0.52,0.47,0.49,0.72,0.45,0.57,0.66,0.57,0.48,0.47
hydrate.csv,0.8,0.73,0.95,0.88,0.79,0.53,0.58,0.61,0.35,0.91,0.75,0.67,0.89,0.6,0.39,0.34
ivataopenportal.csv,0.92,0.54,0.46,0.62,0.57,0.39,0.4,0.51,0.41,0.43,0.48,0.47,0.59,0.47,0.46,0.36
jppf-project.csv,0.35,0.46,0.41,0.42,0.5,0.33,0.35,0.44,0.35,0.48,0.44,0.37,0.44,0.46,0.37,0.29
kolmafia.csv,0.41,0.53,0.6,0.4,0.4,0.38,0.41,0.45,0.43,0.35,0.45,0.82,0.44,0.47,0.37,0.34
l2j.csv,0.35,0.44,0.37,0.37,0.46,0.31,0.33,0.36,0.33,0.44,0.56,0.41,0.45,0.42,0.35,0.34
mb-unit.csv,0.47,0.45,0.39,0.48,0.41,0.34,0.39,0.4,0.53,0.64,0.5,0.43,0.43,0.54,0.45,0.28
opde.csv,0.75,0.55,0.49,0.43,0.59,0.46,0.38,0.51,0.57,0.34,0.52,0.57,0.44,0.52,0.42,0.49
pamguard.csv,0.64,0.53,0.46,0.44,0.55,0.44,0.42,0.47,0.4,0.45,0.51,0.71,0.67,0.61,0.43,0.29
quark.csv,0.0,0.93,0.88,0.5,0.89,0.75,0.0,0.94,0.5,0.85,0.0,0.0,0.91,0.5,0.0,0.0
stajistics.csv,0.0,0.75,0.6,0.79,0.96,0.94,0.58,0.6,0.46,0.51,0.64,0.89,0.67,0.59,0.5,0.59
tigermud.csv,0.36,0.42,0.37,0.48,0.43,0.34,0.34,0.42,0.4,0.39,0.57,0.37,0.41,0.43,0.44,0.35
