,kvs.csv,fltk.csv,phet.csv,blue-c.csv,voms.csv,jbasic.csv,apertium.csv,smarttag.csv,vrjuggler.csv,sumatrapdf.csv,monetdb.csv,wheat.csv,repositorium.csv,projecteqemu.csv,free-evolution.csv,icescrum.csv,factor.csv
apertium.csv,0.0,3.0,11.0,0.0,5.0,1.0,0.0,8.0,11.0,12.0,1.0,0.0,96.0,0.0,4.0,8.0,1.0
blue-c.csv,19.0,2.0,5.0,0.0,22.0,0.0,4.0,4.0,4.0,0.0,2.0,0.0,13.0,0.0,3.0,2.0,1.0
factor.csv,95.0,236.0,289.0,0.0,1.0,128.0,0.0,0.0,74.0,0.0,145.0,51.0,96.0,80.0,139.0,0.0,0.0
fltk.csv,3.0,0.0,0.0,0.0,0.0,2.0,5.0,4.0,8.0,0.0,2.0,0.0,1.0,5.0,0.0,1.0,0.0
free-evolution.csv,2.0,2.0,1.0,2.0,4.0,1.0,21.0,1.0,9.0,3.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0
icescrum.csv,4.0,0.0,1.0,0.0,10.0,0.0,1.0,0.0,3.0,7.0,1.0,0.0,3.0,1.0,3.0,0.0,1.0
jbasic.csv,7.0,0.0,7.0,0.0,3.0,0.0,6.0,0.0,3.0,2.0,3.0,51.0,2.0,0.0,6.0,1.0,1.0
kvs.csv,0.0,2.0,1.0,11.0,1.0,0.0,5.0,52.0,0.0,2.0,2.0,0.0,0.0,0.0,6.0,3.0,0.0
monetdb.csv,2.0,1.0,2.0,0.0,5.0,0.0,6.0,7.0,12.0,0.0,0.0,2.0,0.0,0.0,3.0,6.0,0.0
phet.csv,5.0,2.0,0.0,2.0,11.0,0.0,8.0,14.0,1.0,85.0,2.0,0.0,2.0,4.0,8.0,2.0,0.0
projecteqemu.csv,2.0,1.0,0.0,54.0,74.0,0.0,8.0,6.0,1.0,0.0,1.0,0.0,3.0,0.0,3.0,50.0,0.0
repositorium.csv,6.0,2.0,1.0,1.0,7.0,1.0,4.0,3.0,13.0,7.0,0.0,0.0,0.0,2.0,4.0,12.0,0.0
smarttag.csv,4.0,0.0,2.0,1.0,4.0,5.0,11.0,0.0,74.0,1.0,7.0,0.0,5.0,0.0,4.0,0.0,0.0
sumatrapdf.csv,9.0,2.0,5.0,0.0,9.0,0.0,7.0,4.0,14.0,0.0,12.0,0.0,7.0,0.0,3.0,2.0,0.0
voms.csv,0.0,0.0,2.0,54.0,0.0,0.0,2.0,52.0,74.0,0.0,1.0,2.0,96.0,0.0,139.0,4.0,63.0
vrjuggler.csv,4.0,3.0,5.0,2.0,3.0,0.0,9.0,4.0,0.0,2.0,11.0,1.0,2.0,0.0,9.0,4.0,0.0
wheat.csv,6.0,2.0,4.0,11.0,14.0,0.0,2.0,3.0,7.0,2.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0
