,kvs.csv,fltk.csv,phet.csv,blue-c.csv,voms.csv,jbasic.csv,apertium.csv,smarttag.csv,vrjuggler.csv,sumatrapdf.csv,monetdb.csv,wheat.csv,repositorium.csv,projecteqemu.csv,free-evolution.csv,icescrum.csv,factor.csv
apertium.csv,0.58,0.93,0.82,0.9,0.89,0.52,0.04,0.74,0.77,0.92,0.9,0.79,1.0,0.89,0.83,0.99,0.62
blue-c.csv,0.86,0.61,0.88,0.0,0.82,0.66,0.64,0.85,0.62,0.59,0.7,0.63,0.87,0.69,0.58,0.62,0.54
factor.csv,1.0,1.0,1.0,0.97,0.89,1.0,0.96,0.93,1.0,0.97,1.0,1.0,1.0,1.0,1.0,0.89,0.02
fltk.csv,0.63,0.02,0.88,0.67,0.56,0.64,0.72,0.82,0.59,0.54,0.65,0.94,0.73,0.64,0.7,0.57,0.88
free-evolution.csv,0.76,0.73,0.85,0.7,0.89,0.88,1.05,0.81,0.82,0.64,0.67,0.72,0.91,0.82,0.0,0.65,0.65
icescrum.csv,0.7,0.68,0.88,0.7,0.9,0.48,0.55,0.67,0.73,0.61,0.55,0.68,0.75,0.61,0.8,0.03,0.82
jbasic.csv,0.91,0.59,0.94,0.51,0.89,0.0,0.73,0.71,0.86,0.6,0.78,1.0,0.75,0.75,0.6,0.8,0.96
kvs.csv,0.05,0.72,0.88,0.9,0.78,0.89,0.93,1.0,0.81,0.56,0.68,0.89,0.68,0.51,0.85,0.72,0.9
monetdb.csv,0.67,0.64,0.89,0.7,0.9,0.81,0.83,0.79,0.85,0.63,0.06,0.8,0.73,0.59,0.73,0.57,0.69
phet.csv,0.95,0.92,0.09,1.15,0.75,0.61,0.77,0.82,0.88,1.0,0.87,0.82,0.78,0.95,0.86,0.73,0.81
projecteqemu.csv,0.95,0.88,0.98,1.0,1.0,0.83,0.98,0.61,0.94,0.81,0.69,0.87,0.91,0.08,0.85,1.0,0.83
repositorium.csv,0.78,0.74,0.72,0.9,0.81,0.79,0.76,0.71,0.93,0.87,0.78,0.72,0.0,0.62,0.77,0.78,0.81
smarttag.csv,0.68,0.65,0.88,0.36,0.49,0.72,0.81,0.22,1.0,0.78,0.75,0.77,0.72,0.81,0.67,0.49,0.67
sumatrapdf.csv,0.57,0.74,0.81,0.34,0.7,0.55,0.87,0.88,0.89,0.0,0.59,0.77,0.51,0.8,0.6,0.94,0.53
voms.csv,0.95,0.94,0.96,1.0,0.0,0.92,0.92,1.0,1.0,0.84,0.94,0.97,1.0,0.94,1.0,0.7,1.0
vrjuggler.csv,0.71,0.88,0.96,1.1,0.81,0.73,1.0,1.0,0.12,0.92,0.99,0.86,0.82,0.88,0.78,0.75,0.64
wheat.csv,0.76,0.83,0.92,0.98,0.85,0.87,0.7,0.86,0.69,0.71,0.58,0.04,0.69,0.66,0.72,0.79,0.82
