,kvs.csv,fltk.csv,phet.csv,blue-c.csv,voms.csv,jbasic.csv,apertium.csv,smarttag.csv,vrjuggler.csv,sumatrapdf.csv,monetdb.csv,wheat.csv,repositorium.csv,projecteqemu.csv,free-evolution.csv,icescrum.csv,factor.csv
apertium.csv,0.17,0.12,0.54,0.0,0.08,0.18,0.0,0.36,0.76,0.84,0.11,0.08,0.05,0.04,0.16,0.28,0.3
blue-c.csv,0.42,0.52,0.57,0.0,0.61,0.2,0.6,0.82,0.25,0.38,0.37,0.33,0.3,0.53,0.32,0.53,0.39
factor.csv,0.0,0.0,0.0,0.0,0.03,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0
fltk.csv,0.38,0.0,0.19,0.08,0.08,0.23,0.4,0.23,0.46,0.15,0.21,0.12,0.09,0.36,0.08,0.22,0.09
free-evolution.csv,0.09,0.25,0.24,0.6,0.06,0.06,0.41,0.21,0.32,0.45,0.26,0.33,0.02,0.62,0.0,0.38,0.22
icescrum.csv,0.08,0.15,0.43,0.04,0.17,0.45,0.38,0.21,0.63,0.27,0.2,0.21,0.2,0.42,0.11,0.03,0.26
jbasic.csv,0.12,0.18,0.14,0.08,0.05,0.0,0.28,0.03,0.29,0.16,0.3,0.04,0.17,0.29,0.26,0.09,0.09
kvs.csv,0.0,0.24,0.34,0.52,0.05,0.09,0.1,0.03,0.31,0.36,0.52,0.33,0.24,0.42,0.07,0.22,0.17
monetdb.csv,0.16,0.33,0.29,0.08,0.14,0.09,0.48,0.46,0.58,0.24,0.0,0.17,0.36,0.47,0.22,0.44,0.26
phet.csv,0.07,0.12,0.0,0.88,0.61,0.39,0.57,0.74,0.08,0.09,0.02,0.25,0.29,0.24,0.28,0.5,0.43
projecteqemu.csv,0.08,0.13,0.1,0.0,0.0,0.09,0.19,0.44,0.07,0.0,0.08,0.12,0.06,0.0,0.07,0.03,0.09
repositorium.csv,0.22,0.16,0.46,0.04,0.21,0.2,0.34,0.31,0.92,0.4,0.13,0.71,0.0,0.27,0.26,0.66,0.39
smarttag.csv,0.32,0.36,0.25,0.2,0.21,0.27,0.38,0.03,0.02,0.25,0.42,0.17,0.34,0.56,0.21,0.44,0.43
sumatrapdf.csv,0.36,0.73,0.73,0.16,0.7,0.38,0.84,0.87,0.78,0.0,0.55,0.67,0.43,0.8,0.56,0.94,0.48
voms.csv,0.01,0.07,0.08,0.0,0.0,0.02,0.05,0.05,0.0,0.05,0.02,0.08,0.0,0.02,0.0,0.16,0.04
vrjuggler.csv,0.29,0.36,0.96,0.72,0.23,0.36,1.0,1.0,0.0,0.29,0.13,0.25,0.37,0.29,0.45,0.66,0.3
wheat.csv,0.14,0.25,0.29,0.52,0.33,0.35,0.29,0.36,0.61,0.6,0.37,0.0,0.58,0.47,0.33,0.06,0.26
