,agilitybook.csv,apolloplayer.csv,gotjava.csv,rtb-team.csv,redshell.csv,k3d.csv,xstore.csv,xreal.csv
agilitybook.csv,0.31,0.2,0.12,0.11,0.12,0.18,0.24,0.23
apolloplayer.csv,0.59,0.23,0.61,0.16,0.5,0.66,0.41,0.56
k3d.csv,0.35,0.04,0.02,0.65,0.0,0.17,0.15,0.32
redshell.csv,0.22,0.37,0.78,0.41,0.38,0.79,0.54,0.46
rtb-team.csv,0.0,0.25,0.28,0.14,0.0,0.02,0.07,0.13
xreal.csv,0.14,0.46,0.08,0.05,0.12,0.47,0.22,0.02
xstore.csv,0.38,0.18,0.61,0.19,0.5,0.31,0.29,0.35
