,brlcad.csv,konversation.csv,firebreath.csv,fltk.csv,co-ode-owl-plugins.csv,openxava.csv,gretl.csv,bibedt.csv,sumatrapdf.csv,micomt.csv,glas.csv,wxcode.csv,tweetsharp.csv,arm-webradio.csv
arm-webradio.csv,0.27,0.1,0.29,0.55,0.04,0.88,0.23,0.0,0.11,0.47,0.76,0.38,0.07,0.18
bibedt.csv,0.76,0.36,0.11,0.26,0.46,0.84,0.17,0.2,0.4,0.03,0.16,0.12,0.27,0.27
brlcad.csv,0.43,0.16,0.2,0.02,0.82,0.08,0.1,0.05,0.04,0.07,0.11,0.18,0.2,0.31
co-ode-owl-plugins.csv,0.32,0.28,0.36,0.61,0.13,0.95,0.2,0.07,0.31,0.63,0.62,0.3,0.07,0.12
firebreath.csv,0.66,0.53,0.33,0.26,0.79,0.43,0.27,0.46,0.09,0.15,0.07,0.3,0.33,0.71
fltk.csv,0.39,0.24,0.61,0.26,0.59,0.99,0.17,0.15,0.05,0.17,0.42,0.33,0.47,0.16
glas.csv,0.37,0.23,0.45,0.38,0.46,0.49,0.57,0.32,0.4,0.8,0.31,0.58,0.53,0.51
gretl.csv,0.55,0.49,0.64,0.51,0.64,0.23,0.33,0.54,0.53,0.73,0.6,0.63,0.8,0.32
konversation.csv,0.37,0.19,0.28,0.59,0.17,0.63,0.27,0.61,0.31,0.34,0.0,0.39,0.47,0.16
micomt.csv,0.92,0.61,0.62,0.9,0.95,0.86,0.4,0.63,0.09,0.17,0.78,0.66,0.67,0.86
openxava.csv,0.31,0.17,0.34,0.67,0.48,0.24,0.4,0.51,0.24,0.1,0.38,0.46,0.6,0.29
sumatrapdf.csv,0.58,0.64,0.92,0.93,0.92,1.0,0.23,0.68,0.18,0.58,0.98,0.72,1.0,0.99
tweetsharp.csv,0.42,0.28,0.72,0.24,0.68,0.69,0.17,0.0,0.15,0.46,0.76,0.39,0.27,0.19
wxcode.csv,0.29,0.17,0.16,0.37,0.02,0.42,0.13,0.2,0.18,0.07,0.07,0.18,0.2,0.52
