,brlcad.csv,konversation.csv,firebreath.csv,fltk.csv,co-ode-owl-plugins.csv,openxava.csv,gretl.csv,bibedt.csv,sumatrapdf.csv,micomt.csv,glas.csv,wxcode.csv,tweetsharp.csv,arm-webradio.csv
arm-webradio.csv,297.0,546.0,98.5,374.0,147.5,872.5,99.0,0.0,240.5,1132.5,493.0,97.5,75.5,98.5
bibedt.csv,297.0,98.5,98.5,279.5,1204.5,388.5,98.5,162.0,279.5,114.0,522.0,97.5,87.5,98.5
brlcad.csv,594.0,98.5,98.5,169.0,2737.5,648.0,98.5,74.5,43.5,125.0,364.5,891.5,181.0,191.0
co-ode-owl-plugins.csv,198.0,98.5,98.5,470.5,305.5,775.0,99.0,113.0,181.0,1658.5,490.0,97.5,182.0,98.5
firebreath.csv,396.0,98.5,98.5,470.5,2392.5,188.0,98.5,330.0,269.0,286.0,169.0,97.5,87.5,98.5
fltk.csv,198.0,98.5,98.5,188.0,1816.5,1067.0,98.5,248.5,127.0,513.5,97.5,97.5,97.5,97.5
glas.csv,495.0,98.5,98.5,947.5,1417.5,776.0,99.0,347.0,92.5,1847.0,540.0,97.5,78.5,98.5
gretl.csv,495.0,98.5,98.5,845.5,2141.0,870.5,98.5,341.0,186.0,1971.0,591.5,95.5,97.5,98.5
konversation.csv,594.0,98.5,98.5,375.0,1006.5,778.0,98.5,336.0,1225.5,676.5,26.5,97.5,182.0,92.5
micomt.csv,198.0,98.5,98.5,1046.0,2963.5,776.5,99.0,695.0,98.5,283.0,196.5,97.5,196.5,98.5
openxava.csv,296.0,317.0,371.0,949.5,1551.0,190.0,99.0,531.0,856.5,284.0,96.5,97.5,97.5,98.5
sumatrapdf.csv,198.0,98.5,98.5,1046.0,2961.0,1067.0,98.5,531.0,98.5,1667.0,690.5,97.5,196.5,98.5
tweetsharp.csv,594.0,682.0,98.5,186.0,1823.5,970.5,91.5,53.5,156.0,1293.5,690.5,1954.0,196.5,98.5
wxcode.csv,99.0,98.5,97.5,758.5,156.5,190.0,96.5,343.0,472.0,135.0,152.0,97.5,87.5,92.5
