,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,continuum-ide.csv,mia.csv,ontopia.csv,runuomondains.csv,somap.csv,fleet-simulator.csv,tigermud.csv,hydrate.csv
algebsql.csv,0.38,0.44,0.49,0.5,0.5,0.57,0.86,0.27,0.31,0.16,0.2,0.07,0.07,0.11,0.52
continuum-ide.csv,0.37,0.28,0.07,0.0,0.13,0.46,0.0,0.85,0.2,0.17,0.51,0.09,0.0,0.13,0.5
fleet-simulator.csv,0.51,0.29,0.52,0.0,0.0,0.0,0.69,0.0,0.09,0.27,0.0,0.0,0.98,0.5,0.0
hydrate.csv,0.6,0.56,0.57,0.33,0.41,0.13,0.6,0.65,0.65,0.33,0.61,0.58,0.0,0.35,0.56
ivef-sdk.csv,0.6,0.5,0.62,0.68,0.49,1.0,0.37,0.21,0.13,0.62,0.0,0.0,0.0,0.33,0.0
jmri.csv,0.46,0.29,0.62,0.2,0.17,0.62,0.5,0.65,0.55,0.27,0.54,0.37,0.2,0.2,0.31
kdenlive.csv,0.72,0.61,0.52,0.3,0.55,0.16,0.37,0.52,0.24,0.34,0.63,0.55,0.86,0.52,0.62
mia.csv,0.12,0.23,0.22,0.12,0.34,0.51,0.0,0.34,0.64,0.31,0.52,0.29,0.53,0.13,0.38
ontopia.csv,0.68,0.64,0.56,0.53,0.29,0.2,0.53,0.0,0.51,0.77,0.39,0.4,0.33,0.11,0.4
opentibia.csv,0.36,0.77,0.46,0.37,0.49,0.01,0.53,0.28,0.2,0.36,0.59,0.31,0.0,0.2,0.56
runuomondains.csv,0.52,0.41,0.71,0.19,0.36,0.09,0.48,0.64,0.65,0.62,0.86,0.47,0.28,0.23,0.45
somap.csv,0.0,0.3,0.51,0.47,0.38,0.0,0.49,0.0,0.27,0.0,0.21,0.88,0.0,0.0,0.0
taverna.csv,0.39,0.38,0.18,0.2,0.69,0.11,0.65,0.0,0.59,0.41,0.55,0.31,0.0,0.33,0.18
tigermud.csv,0.35,0.38,0.5,0.04,0.51,0.0,0.07,0.59,0.13,0.41,0.53,0.55,0.0,0.66,0.58
x-ray-mule.csv,0.23,0.2,0.16,0.82,0.45,0.0,0.0,0.28,0.07,0.44,0.0,0.41,0.24,0.3,0.04
