,sabbu.csv,gamestone.csv,beast-mcmc.csv,bscwweasel.csv,pdfedit.csv,codeblocks.csv,badtrinitycore.csv,redshell.csv,zengine.csv,jbasic.csv,iaml.csv,silvertree.csv,t-2.csv,xreal.csv,zabbix.csv,modplug.csv,xinity.csv
badtrinitycore.csv,0.1,0.5,0.29,0.2,0.53,0.31,0.81,0.38,0.05,0.0,0.09,0.76,0.3,0.8,0.52,0.64,0.37
beast-mcmc.csv,0.45,0.75,0.71,0.85,0.86,0.68,0.66,0.72,0.39,0.57,0.19,0.88,0.54,0.8,0.88,0.71,0.78
bscwweasel.csv,0.03,0.5,0.36,0.7,0.33,0.05,0.53,0.42,0.63,0.19,0.7,0.24,0.84,0.0,0.18,0.31,0.51
codeblocks.csv,0.69,0.62,0.59,0.95,0.88,0.66,0.79,0.69,0.26,0.32,0.28,0.84,0.72,0.8,0.85,0.69,0.73
gamestone.csv,0.03,0.88,0.21,0.35,0.23,0.07,0.26,0.11,0.03,0.17,0.21,0.08,0.14,0.4,0.05,0.31,0.27
iaml.csv,0.19,0.5,0.73,0.15,0.35,0.41,0.62,0.39,0.37,0.81,0.66,0.4,0.57,0.8,0.2,0.51,0.85
jbasic.csv,0.98,0.25,0.83,0.4,0.91,0.09,0.55,0.89,0.42,0.79,0.31,0.8,0.93,1.0,0.43,0.53,0.88
modplug.csv,0.93,1.0,0.92,0.95,0.95,0.79,0.94,0.82,0.92,0.6,0.95,0.92,0.98,1.0,1.0,0.78,0.9
pdfedit.csv,0.84,0.38,0.47,0.15,0.79,0.38,0.32,0.42,0.26,0.87,0.3,0.68,0.15,1.0,0.62,0.56,0.49
redshell.csv,0.88,0.75,0.59,0.55,0.42,0.66,0.38,0.79,0.0,0.56,0.71,0.52,0.71,0.4,0.77,0.69,0.56
sabbu.csv,0.71,0.12,0.85,0.4,0.81,0.5,0.47,0.54,0.37,0.87,0.58,0.8,0.42,1.0,0.78,0.35,0.85
silvertree.csv,0.79,0.75,0.79,0.9,0.74,0.61,0.68,0.75,0.82,1.0,0.83,0.8,0.89,1.0,0.86,0.71,0.93
t-2.csv,0.78,0.5,0.41,0.4,0.56,0.86,0.49,0.39,0.63,0.05,0.56,0.84,0.61,0.0,0.17,0.6,0.22
xinity.csv,0.76,0.12,0.77,0.25,0.49,0.54,0.51,0.68,0.53,0.94,0.57,0.36,0.96,0.4,0.69,0.4,0.8
xreal.csv,0.1,0.25,0.27,0.15,0.28,0.16,0.19,0.23,0.21,0.63,0.26,0.12,0.04,1.0,0.12,0.18,0.29
zabbix.csv,0.59,0.12,0.58,0.2,0.79,0.45,0.36,0.56,0.47,0.86,0.32,0.8,0.15,1.0,0.48,0.47,0.78
zengine.csv,0.83,1.0,0.98,1.0,0.98,0.94,1.0,0.98,0.84,0.98,0.58,0.96,0.99,1.0,0.86,0.95,0.95
