,sabbu.csv,gamestone.csv,beast-mcmc.csv,bscwweasel.csv,pdfedit.csv,codeblocks.csv,badtrinitycore.csv,redshell.csv,zengine.csv,jbasic.csv,iaml.csv,silvertree.csv,t-2.csv,xreal.csv,zabbix.csv,modplug.csv,xinity.csv
badtrinitycore.csv,0.18,0.3,0.33,0.17,0.56,0.45,0.51,0.54,0.1,0.0,0.15,0.58,0.25,0.1,0.45,0.69,0.45
beast-mcmc.csv,0.58,0.24,0.63,0.28,0.65,0.75,0.39,0.82,0.57,0.62,0.28,0.65,0.17,0.06,0.53,0.71,0.69
bscwweasel.csv,0.07,0.17,0.42,0.47,0.35,0.1,0.18,0.59,0.77,0.29,0.65,0.33,0.22,0.0,0.29,0.44,0.55
codeblocks.csv,0.66,0.21,0.56,0.33,0.64,0.74,0.34,0.81,0.38,0.42,0.38,0.57,0.26,0.05,0.52,0.77,0.69
gamestone.csv,0.06,0.61,0.19,0.17,0.32,0.13,0.24,0.19,0.05,0.26,0.27,0.14,0.08,0.12,0.09,0.45,0.35
iaml.csv,0.29,0.28,0.46,0.14,0.43,0.55,0.23,0.55,0.49,0.63,0.7,0.47,0.28,0.14,0.3,0.56,0.72
jbasic.csv,0.73,0.21,0.47,0.19,0.74,0.15,0.28,0.92,0.59,0.72,0.38,0.56,0.21,0.06,0.49,0.57,0.73
modplug.csv,0.69,0.25,0.44,0.22,0.66,0.79,0.2,0.88,0.82,0.56,0.71,0.56,0.24,0.05,0.58,0.84,0.73
pdfedit.csv,0.69,0.35,0.36,0.12,0.75,0.49,0.27,0.58,0.41,0.64,0.38,0.51,0.1,0.1,0.62,0.67,0.55
redshell.csv,0.65,0.26,0.35,0.17,0.43,0.67,0.1,0.87,0.0,0.57,0.64,0.41,0.19,0.05,0.49,0.66,0.6
sabbu.csv,0.73,0.12,0.55,0.17,0.7,0.63,0.4,0.7,0.54,0.64,0.59,0.65,0.15,0.13,0.57,0.43,0.74
silvertree.csv,0.73,0.26,0.43,0.26,0.62,0.69,0.17,0.84,0.83,0.66,0.7,0.74,0.21,0.07,0.55,0.69,0.74
t-2.csv,0.61,0.15,0.33,0.15,0.48,0.81,0.22,0.55,0.66,0.08,0.61,0.58,0.44,0.0,0.17,0.61,0.32
xinity.csv,0.59,0.06,0.4,0.17,0.54,0.6,0.14,0.8,0.62,0.66,0.62,0.34,0.22,0.05,0.62,0.46,0.78
xreal.csv,0.18,0.18,0.22,0.12,0.36,0.27,0.1,0.37,0.31,0.53,0.35,0.18,0.04,0.83,0.2,0.25,0.38
zabbix.csv,0.67,0.1,0.44,0.09,0.7,0.57,0.35,0.71,0.64,0.69,0.36,0.63,0.09,0.12,0.52,0.56,0.68
zengine.csv,0.69,0.25,0.44,0.22,0.66,0.83,0.21,0.97,0.91,0.65,0.55,0.57,0.22,0.05,0.55,0.79,0.74
