,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,salasaga.csv
ikvm.csv,0.49,0.85,0.04,0.24,0.48,0.24
mcmc-jags.csv,0.57,0.52,0.09,0.73,0.77,0.33
olap-navigator.csv,0.91,0.43,0.14,0.39,0.7,0.3
pidgin.csv,0.72,0.48,0.13,0.54,0.79,0.26
salasaga.csv,0.42,0.6,0.1,0.39,0.78,0.43
sepgsql.csv,0.71,0.45,0.21,0.35,0.73,0.31
