,barracudamvc.csv,openintents.csv,arsenal-1.csv,alembik.csv,mumble.csv,ontopia.csv,irplus.csv,lite.csv,mevenide.csv
alembik.csv,0.82,0.92,1.0,0.39,0.76,0.93,0.88,0.5,0.9
arsenal-1.csv,0.99,0.93,0.45,0.96,0.92,0.93,0.92,0.93,0.6
barracudamvc.csv,0.37,0.82,1.0,0.95,0.98,0.72,0.98,0.93,0.96
irplus.csv,0.8,0.86,0.7,0.72,0.44,0.73,0.48,0.67,0.68
lite.csv,0.84,0.94,0.61,0.74,0.8,0.98,0.62,0.35,0.5
mevenide.csv,0.92,0.74,0.94,1.0,0.88,0.94,1.0,0.93,0.28
mumble.csv,0.6,0.91,0.81,0.89,0.31,0.73,0.84,0.67,0.88
ontopia.csv,0.86,0.88,0.72,0.74,0.64,0.33,0.81,0.83,0.87
openintents.csv,0.73,0.42,1.0,0.91,1.05,0.74,0.87,0.86,0.71
