,barracudamvc.csv,openintents.csv,arsenal-1.csv,alembik.csv,mumble.csv,ontopia.csv,irplus.csv,lite.csv,mevenide.csv
alembik.csv,0.86,0.83,0.0,0.41,0.89,0.9,0.8,0.43,0.8
arsenal-1.csv,0.37,0.86,0.56,0.5,0.88,0.9,0.83,0.5,0.73
barracudamvc.csv,0.43,0.31,0.36,0.35,0.39,0.37,0.34,0.35,0.54
irplus.csv,0.32,0.27,0.5,0.29,0.38,0.34,0.39,0.3,0.46
lite.csv,0.45,0.67,0.41,0.73,0.68,0.4,0.47,0.5,0.57
mevenide.csv,0.37,0.52,0.86,0.0,0.75,0.93,0.75,0.0,0.72
mumble.csv,0.4,0.29,0.44,0.89,0.46,0.36,0.36,0.42,0.68
ontopia.csv,0.85,0.3,0.48,0.44,0.38,0.42,0.55,0.33,0.85
openintents.csv,0.59,0.48,0.36,0.31,0.58,0.5,0.37,0.37,0.66
