,jajuk.csv,zorannt.csv,vapor.csv,bacula.csv
bacula.csv,0.33,0.23,0.31,0.25
jajuk.csv,0.17,0.25,0.23,0.22
vapor.csv,0.37,0.17,0.28,0.37
zorannt.csv,0.24,0.44,0.29,0.36
