,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,jgameai.csv,zealos.csv,gogoego.csv,vars-redux.csv,httpcontentparser.csv,tart.csv,snakeyaml.csv,impala.csv,dataobjectsdotnet.csv,xbg.csv,gdis.csv,loki-lib.csv,xqilla.csv,biopax.csv,exl.csv,crux-framework.csv
avifile.csv,0.0,0.0,0.0,101.0,0.0,97.0,5.0,1.0,187.0,93.0,205.0,8.0,0.0,62.0,69.0,6.0,119.0,2.0,1.0,111.0
baadengine.csv,0.0,2.0,0.0,45.0,0.0,11.0,20.0,2.0,2.0,12.0,24.0,4.0,1.0,7.0,0.0,2.0,46.0,1.0,0.0,57.0
biopax.csv,1.0,1.0,0.0,64.0,2.0,5.0,4.0,4.0,19.0,9.0,63.0,6.0,0.0,9.0,0.0,4.0,49.0,0.0,1.0,68.0
crux-framework.csv,621.0,69.0,200.0,101.0,0.0,97.0,335.0,0.0,187.0,93.0,205.0,207.0,0.0,62.0,69.0,0.0,119.0,90.0,53.0,0.0
dataobjectsdotnet.csv,1.0,11.0,0.0,24.0,3.0,6.0,7.0,1.0,4.0,11.0,11.0,2.0,0.0,2.0,1.0,4.0,25.0,0.0,1.0,51.0
exl.csv,0.0,0.0,0.0,55.0,0.0,3.0,10.0,0.0,17.0,8.0,29.0,7.0,0.0,4.0,0.0,2.0,51.0,0.0,0.0,32.0
gdis.csv,0.0,2.0,0.0,52.0,0.0,6.0,1.0,0.0,7.0,24.0,68.0,8.0,0.0,11.0,0.0,2.0,33.0,1.0,0.0,50.0
gogoego.csv,1.0,69.0,1.0,101.0,3.0,7.0,0.0,1.0,4.0,23.0,2.0,9.0,0.0,2.0,0.0,2.0,13.0,1.0,2.0,6.0
httpcontentparser.csv,0.0,69.0,0.0,101.0,0.0,1.0,5.0,2.0,0.0,14.0,11.0,5.0,0.0,2.0,0.0,4.0,30.0,0.0,4.0,111.0
impala.csv,1.0,1.0,0.0,101.0,0.0,7.0,8.0,2.0,4.0,11.0,5.0,0.0,0.0,18.0,0.0,3.0,84.0,2.0,0.0,20.0
jgameai.csv,0.0,0.0,0.0,101.0,0.0,11.0,2.0,2.0,0.0,93.0,8.0,5.0,6.0,1.0,0.0,3.0,119.0,0.0,1.0,111.0
loki-lib.csv,0.0,0.0,0.0,35.0,1.0,11.0,1.0,1.0,5.0,9.0,35.0,9.0,0.0,8.0,0.0,0.0,32.0,0.0,0.0,31.0
snakeyaml.csv,0.0,2.0,0.0,101.0,0.0,8.0,5.0,4.0,2.0,7.0,0.0,20.0,1.0,12.0,0.0,4.0,14.0,2.0,0.0,11.0
tart.csv,0.0,1.0,0.0,101.0,1.0,97.0,4.0,2.0,4.0,0.0,63.0,7.0,0.0,2.0,0.0,74.0,119.0,0.0,1.0,111.0
vars-redux.csv,3.0,69.0,0.0,101.0,7.0,2.0,2.0,0.0,0.0,3.0,1.0,9.0,1.0,2.0,0.0,1.0,4.0,0.0,0.0,19.0
werx.csv,1.0,3.0,0.0,83.0,0.0,11.0,5.0,2.0,6.0,12.0,70.0,8.0,0.0,15.0,0.0,4.0,60.0,2.0,0.0,68.0
xbg.csv,0.0,69.0,0.0,1.0,88.0,0.0,3.0,2.0,187.0,93.0,16.0,3.0,1.0,0.0,1.0,1.0,25.0,1.0,53.0,111.0
xqilla.csv,0.0,69.0,200.0,101.0,88.0,97.0,2.0,115.0,187.0,93.0,0.0,0.0,343.0,62.0,69.0,74.0,0.0,90.0,53.0,111.0
zealos.csv,0.0,2.0,0.0,27.0,1.0,0.0,5.0,1.0,6.0,21.0,35.0,8.0,0.0,10.0,0.0,7.0,42.0,1.0,1.0,43.0
