,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,jgameai.csv,zealos.csv,gogoego.csv,vars-redux.csv,httpcontentparser.csv,tart.csv,snakeyaml.csv,impala.csv,dataobjectsdotnet.csv,xbg.csv,gdis.csv,loki-lib.csv,xqilla.csv,biopax.csv,exl.csv,crux-framework.csv
avifile.csv,1.0,0.0,0.91,1.02,0.68,1.0,0.96,0.94,1.0,1.0,1.0,0.88,0.79,1.02,1.0,0.92,1.0,0.86,1.01,1.0
baadengine.csv,0.05,0.79,1.02,0.61,0.64,0.99,0.71,0.73,0.64,0.83,0.56,0.79,0.64,0.44,1.0,0.48,0.86,0.57,0.7,0.89
biopax.csv,0.85,0.88,1.01,0.8,0.91,0.67,0.89,0.91,0.81,0.91,0.85,0.88,0.9,0.81,0.81,0.58,0.79,0.06,0.77,1.0
crux-framework.csv,1.0,1.0,1.0,1.0,0.77,1.0,1.0,0.98,1.0,1.0,1.0,1.0,0.99,1.0,1.0,0.97,1.0,1.0,1.0,0.0
dataobjectsdotnet.csv,0.78,0.89,0.82,0.32,0.76,0.77,0.67,0.54,0.62,0.61,0.58,0.84,0.06,0.76,0.49,0.8,0.57,0.62,0.56,0.64
exl.csv,0.51,0.92,0.94,0.69,0.71,0.59,0.76,0.52,0.74,0.85,0.73,0.82,0.67,0.54,0.58,0.66,0.82,0.44,0.08,0.6
gdis.csv,0.6,0.72,0.77,0.65,0.73,0.57,0.88,0.59,0.65,0.77,0.82,0.92,0.87,0.44,0.02,0.58,0.85,0.5,0.47,0.78
gogoego.csv,0.89,1.0,1.0,1.02,0.68,0.61,0.07,0.74,0.85,0.85,0.78,0.97,0.67,0.88,0.51,0.88,0.68,0.87,0.99,0.38
httpcontentparser.csv,0.88,1.0,0.94,1.0,0.85,0.97,0.88,0.9,0.05,0.82,0.75,0.92,0.73,0.89,0.96,0.92,0.73,1.0,0.85,1.0
impala.csv,0.6,0.42,0.98,1.11,0.66,0.63,0.87,1.01,0.91,0.74,0.96,0.2,0.74,0.78,1.01,0.89,1.02,1.03,1.13,0.39
jgameai.csv,0.78,0.62,0.92,1.03,0.05,1.0,0.81,0.9,0.92,1.02,0.97,0.85,0.92,0.63,1.0,0.66,1.0,0.81,1.01,1.05
loki-lib.csv,0.54,0.73,0.92,0.5,0.75,0.99,0.55,0.57,0.73,0.88,0.63,0.83,0.64,0.68,0.7,0.14,0.69,0.77,0.82,0.6
snakeyaml.csv,0.86,0.62,0.99,1.13,0.76,0.81,0.8,0.96,0.75,0.62,0.07,0.97,0.62,0.78,1.02,0.91,0.69,0.98,0.66,0.41
tart.csv,1.01,0.8,0.6,1.12,0.68,1.0,0.79,0.87,0.95,0.2,0.94,0.68,0.78,0.8,0.83,1.0,1.02,0.58,0.92,1.07
vars-redux.csv,0.86,1.02,1.08,1.01,0.88,0.67,0.56,0.04,0.54,0.47,0.63,0.79,0.71,0.76,0.67,0.97,0.67,0.72,0.47,0.43
werx.csv,0.99,0.97,0.0,0.99,1.0,1.0,1.0,0.99,1.0,1.0,0.98,0.97,0.99,1.0,1.0,1.0,1.0,1.0,1.04,0.94
xbg.csv,0.82,1.0,0.95,0.02,1.0,0.97,0.95,0.92,1.01,1.0,0.93,0.93,0.96,0.0,0.99,0.97,0.5,0.98,1.0,1.0
xqilla.csv,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,0.96,0.96,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
zealos.csv,0.84,0.79,0.88,0.39,0.7,0.0,0.71,0.74,0.62,0.7,0.67,0.73,0.63,0.68,0.76,0.81,0.55,0.67,0.62,0.63
