,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,jgameai.csv,zealos.csv,gogoego.csv,vars-redux.csv,httpcontentparser.csv,tart.csv,snakeyaml.csv,impala.csv,dataobjectsdotnet.csv,xbg.csv,gdis.csv,loki-lib.csv,xqilla.csv,biopax.csv,exl.csv,crux-framework.csv
avifile.csv,0.16,0.0,0.0,0.18,0.29,0.0,0.11,0.07,0.01,0.03,0.0,0.07,0.19,0.2,0.0,0.22,0.03,0.4,0.54,0.04
baadengine.csv,0.05,0.68,1.0,0.61,0.48,0.99,0.68,0.72,0.59,0.81,0.53,0.7,0.49,0.36,1.0,0.43,0.86,0.35,0.69,0.89
biopax.csv,0.82,0.88,1.0,0.8,0.9,0.66,0.89,0.91,0.8,0.89,0.82,0.87,0.9,0.8,0.77,0.41,0.79,0.05,0.77,1.0
crux-framework.csv,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataobjectsdotnet.csv,0.25,0.38,0.5,0.32,0.21,0.71,0.28,0.42,0.37,0.46,0.26,0.36,0.01,0.11,0.31,0.35,0.57,0.2,0.15,0.54
exl.csv,0.46,0.69,0.5,0.69,0.63,0.54,0.73,0.49,0.65,0.85,0.7,0.79,0.57,0.53,0.54,0.22,0.75,0.25,0.08,0.6
gdis.csv,0.56,0.6,0.75,0.65,0.49,0.56,0.88,0.58,0.64,0.66,0.75,0.91,0.84,0.36,0.0,0.43,0.53,0.4,0.46,0.78
gogoego.csv,0.05,0.06,0.25,0.21,0.29,0.59,0.0,0.18,0.07,0.28,0.03,0.12,0.38,0.05,0.23,0.3,0.15,0.2,0.15,0.18
httpcontentparser.csv,0.07,0.09,0.0,0.07,0.27,0.06,0.15,0.09,0.01,0.18,0.11,0.06,0.39,0.15,0.69,0.52,0.3,0.55,0.38,0.06
impala.csv,0.51,0.12,0.0,0.49,0.48,0.28,0.22,0.51,0.52,0.44,0.03,0.0,0.56,0.6,0.92,0.87,0.78,0.9,0.92,0.2
jgameai.csv,0.01,0.15,0.5,0.23,0.03,1.0,0.23,0.18,0.2,0.22,0.12,0.3,0.2,0.09,1.0,0.37,0.02,0.5,0.77,0.33
loki-lib.csv,0.38,0.62,0.75,0.5,0.37,0.99,0.5,0.49,0.58,0.64,0.51,0.65,0.51,0.27,0.69,0.0,0.69,0.5,0.31,0.6
snakeyaml.csv,0.01,0.14,0.25,0.53,0.71,0.54,0.16,0.33,0.28,0.58,0.0,0.11,0.38,0.6,1.0,0.87,0.16,0.7,0.38,0.24
tart.csv,0.28,0.06,0.5,0.5,0.29,0.01,0.47,0.36,0.05,0.0,0.58,0.48,0.37,0.29,0.08,0.0,0.21,0.25,0.15,0.39
vars-redux.csv,0.27,0.18,0.75,0.13,0.24,0.1,0.25,0.0,0.2,0.25,0.07,0.23,0.2,0.15,0.0,0.02,0.07,0.0,0.08,0.27
werx.csv,0.99,0.97,0.0,0.99,1.0,1.0,1.0,0.99,1.0,1.0,0.98,0.97,0.99,1.0,1.0,1.0,1.0,1.0,1.0,0.94
xbg.csv,0.22,0.03,0.0,0.02,0.0,0.01,0.04,0.03,0.1,0.07,0.09,0.1,0.03,0.0,0.08,0.04,0.5,0.15,0.08,0.09
xqilla.csv,0.0,0.09,0.0,0.0,0.02,0.0,0.01,0.0,0.0,0.01,0.0,0.02,0.02,0.0,0.08,0.0,0.0,0.0,0.0,0.01
zealos.csv,0.73,0.68,0.75,0.39,0.56,0.0,0.65,0.67,0.59,0.57,0.37,0.66,0.58,0.27,0.62,0.7,0.44,0.4,0.46,0.63
