,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,jgameai.csv,zealos.csv,gogoego.csv,vars-redux.csv,httpcontentparser.csv,tart.csv,snakeyaml.csv,impala.csv,dataobjectsdotnet.csv,xbg.csv,gdis.csv,loki-lib.csv,xqilla.csv,biopax.csv,exl.csv,crux-framework.csv
avifile.csv,0.02,1.0,0.09,0.0,0.38,0.0,0.05,0.06,0.0,0.0,0.0,0.12,0.23,0.0,0.0,0.1,0.0,0.24,0.15,0.0
baadengine.csv,0.99,0.6,0.79,1.0,0.58,0.93,0.78,0.88,0.75,0.8,0.81,0.64,0.59,0.75,1.0,0.79,1.0,0.55,0.88,1.0
biopax.csv,0.78,1.0,0.87,1.0,0.96,0.93,0.89,0.98,0.9,0.8,0.78,0.88,0.89,0.88,0.74,0.59,1.0,0.97,0.95,1.0
crux-framework.csv,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.03,0.0,0.0,0.0,1.0
dataobjectsdotnet.csv,0.26,0.2,0.35,1.0,0.27,0.7,0.4,0.65,0.5,0.6,0.48,0.24,0.94,0.25,0.61,0.28,1.0,0.41,0.46,0.67
exl.csv,0.79,0.4,0.2,1.0,0.69,0.77,0.8,0.84,0.65,1.0,0.81,0.8,0.65,0.88,0.79,0.38,0.67,0.63,1.0,1.0
gdis.csv,0.79,0.6,0.82,1.0,0.46,0.9,0.92,0.92,0.85,0.6,0.67,0.88,0.79,0.75,0.98,0.62,0.33,0.7,0.93,1.0
gogoego.csv,0.11,0.0,0.03,0.0,0.38,0.83,0.93,0.29,0.15,0.2,0.22,0.04,0.44,0.12,0.54,0.17,0.33,0.15,0.02,0.67
httpcontentparser.csv,0.12,0.0,0.06,0.0,0.19,0.03,0.13,0.1,0.95,0.2,0.26,0.08,0.38,0.12,0.33,0.24,0.33,0.17,0.24,0.0
impala.csv,0.7,0.6,0.02,0.0,0.54,0.43,0.16,0.12,0.25,0.4,0.04,0.8,0.51,0.5,0.6,0.79,0.33,0.49,0.34,0.67
jgameai.csv,0.22,0.4,0.23,0.0,0.96,0.97,0.23,0.12,0.1,0.0,0.04,0.2,0.11,0.38,0.93,0.45,0.0,0.37,0.34,0.0
loki-lib.csv,0.63,0.6,0.47,1.0,0.35,1.0,0.77,0.71,0.55,0.4,0.63,0.48,0.61,0.38,0.91,0.86,1.0,0.41,0.24,1.0
snakeyaml.csv,0.14,0.4,0.04,0.0,0.73,0.4,0.22,0.1,0.3,0.8,0.93,0.04,0.51,0.5,0.82,0.72,0.33,0.31,0.46,0.67
tart.csv,0.03,0.2,0.66,0.0,0.38,0.0,0.36,0.2,0.05,0.8,0.26,0.52,0.31,0.25,0.18,0.0,0.0,0.48,0.1,0.0
vars-redux.csv,0.19,0.0,0.22,0.0,0.15,0.33,0.49,0.96,0.5,0.6,0.37,0.24,0.32,0.25,0.33,0.03,0.33,0.28,0.54,0.67
werx.csv,0.98,1.0,1.0,1.0,1.0,1.0,0.96,0.94,1.0,1.0,0.93,1.0,0.98,1.0,1.0,1.0,1.0,0.97,0.73,1.0
xbg.csv,0.21,0.0,0.05,1.0,0.0,0.03,0.05,0.08,0.0,0.0,0.07,0.08,0.04,1.0,0.02,0.03,1.0,0.03,0.0,0.0
xqilla.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.04,0.04,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
zealos.csv,0.58,0.6,0.53,1.0,0.58,1.0,0.71,0.69,0.8,0.6,0.44,0.68,0.75,0.38,0.56,0.59,0.67,0.46,0.59,1.0
