,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,jgameai.csv,zealos.csv,gogoego.csv,vars-redux.csv,httpcontentparser.csv,tart.csv,snakeyaml.csv,impala.csv,dataobjectsdotnet.csv,xbg.csv,gdis.csv,loki-lib.csv,xqilla.csv,biopax.csv,exl.csv,crux-framework.csv
avifile.csv,0.97,0.8,0.94,0.94,0.96,0.0,0.97,0.88,0.0,0.67,0.0,0.93,0.99,0.91,0.0,0.92,0.67,0.96,0.92,0.75
baadengine.csv,0.44,0.47,0.35,0.43,0.53,0.56,0.39,0.36,0.43,0.36,0.46,0.38,0.43,0.5,0.36,0.47,0.35,0.52,0.47,0.4
biopax.csv,0.45,0.39,0.36,0.46,0.49,0.53,0.39,0.36,0.49,0.35,0.48,0.36,0.42,0.41,0.38,0.53,0.44,0.5,0.45,0.42
crux-framework.csv,0.0,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.67
dataobjectsdotnet.csv,0.69,0.58,0.64,0.73,0.9,0.58,0.68,0.53,0.72,0.45,0.73,0.65,0.66,0.88,0.33,0.79,0.4,0.64,0.43,0.56
exl.csv,0.48,0.38,0.81,0.39,0.45,0.5,0.36,0.36,0.53,0.36,0.41,0.39,0.46,0.47,0.35,0.57,0.49,0.58,0.43,0.38
gdis.csv,0.45,0.5,0.36,0.45,0.51,0.52,0.38,0.37,0.44,0.35,0.54,0.36,0.46,0.62,0.36,0.47,0.41,0.48,0.43,0.42
gogoego.csv,0.98,0.75,0.86,0.76,0.57,0.51,0.83,0.81,0.93,0.77,0.92,0.96,0.71,0.75,0.38,0.89,0.95,0.93,0.67,0.73
httpcontentparser.csv,0.99,0.83,0.91,0.86,0.82,0.8,0.98,0.91,0.95,0.94,0.96,0.92,0.8,0.89,0.75,0.77,0.58,0.87,0.73,0.83
impala.csv,0.58,0.91,0.67,0.71,0.75,0.84,0.99,0.88,0.8,0.76,0.83,0.95,0.72,0.59,0.52,0.49,0.48,0.62,0.92,0.96
jgameai.csv,0.99,0.92,0.98,0.87,0.78,0.55,0.99,0.94,0.97,0.95,0.95,0.8,0.98,0.88,0.38,0.73,0.5,0.69,0.96,0.78
loki-lib.csv,0.58,0.47,0.41,0.45,0.53,0.55,0.43,0.41,0.57,0.49,0.55,0.39,0.47,0.61,0.31,0.64,0.35,0.51,0.93,0.4
snakeyaml.csv,0.98,0.91,0.89,0.61,0.67,0.86,0.98,0.96,0.91,0.5,0.96,0.95,0.74,0.62,0.4,0.52,0.95,0.75,0.58,0.64
tart.csv,0.98,0.8,0.51,0.78,0.82,0.0,0.74,0.97,0.89,0.75,0.72,0.65,0.92,0.72,0.91,0.0,0.76,0.79,0.83,0.79
vars-redux.csv,0.78,0.92,0.67,0.92,0.63,0.59,0.61,0.53,0.65,0.6,0.96,0.79,0.67,0.8,0.63,0.5,0.89,0.8,0.35,0.55
werx.csv,0.42,0.37,0.36,0.42,0.48,0.54,0.36,0.37,0.45,0.35,0.41,0.34,0.43,0.4,0.36,0.44,0.39,0.43,0.58,0.45
xbg.csv,0.99,0.5,0.89,0.67,0.0,0.5,0.93,0.83,0.94,0.83,0.94,0.95,0.92,0.88,0.5,0.67,0.52,0.8,0.0,0.9
xqilla.csv,0.5,0.83,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.75,0.75,0.0,0.0,0.0,0.67,0.0,0.0,0.0
zealos.csv,0.52,0.43,0.55,0.6,0.56,0.67,0.49,0.46,0.64,0.41,0.67,0.48,0.55,0.83,0.55,0.57,0.72,0.61,0.5,0.47
