,jmoney.csv,dxengine.csv,jsidplay2.csv,sblim.csv,piccolo2d.csv,jmonkeyengine.csv,e-bio-flow.csv,matrex.csv,reaper3d.csv
dxengine.csv,0.55,0.56,0.58,0.77,0.08,0.11,0.23,0.77,0.25
e-bio-flow.csv,0.15,0.22,0.44,0.36,0.62,0.44,0.67,0.04,0.75
jmoney.csv,0.75,0.81,0.41,0.68,0.69,0.28,0.53,0.27,0.75
jmonkeyengine.csv,0.25,0.93,0.32,0.82,0.31,0.5,0.5,0.21,0.62
jsidplay2.csv,0.95,0.67,0.83,0.73,1.0,0.78,0.77,0.79,0.25
matrex.csv,0.7,0.3,0.39,0.68,0.31,0.11,0.37,0.82,0.0
piccolo2d.csv,0.5,0.19,0.34,0.36,0.85,0.33,0.4,0.79,0.12
reaper3d.csv,0.8,0.59,0.61,0.77,0.23,0.22,0.47,0.62,0.75
sblim.csv,0.9,0.93,0.19,0.86,0.46,0.17,0.57,0.47,0.25
