,jmoney.csv,dxengine.csv,jsidplay2.csv,sblim.csv,piccolo2d.csv,jmonkeyengine.csv,e-bio-flow.csv,matrex.csv,reaper3d.csv
dxengine.csv,0.52,0.5,0.52,0.59,0.92,0.86,0.8,0.41,0.8
e-bio-flow.csv,0.91,0.65,0.53,0.61,0.46,0.64,0.45,0.92,0.44
jmoney.csv,0.43,0.35,0.46,0.45,0.4,0.67,0.41,0.8,0.41
jmonkeyengine.csv,0.59,0.42,0.81,0.56,0.61,0.65,0.5,0.78,0.49
jsidplay2.csv,0.33,0.49,0.38,0.54,0.37,0.38,0.44,0.39,0.58
matrex.csv,0.48,0.89,0.54,0.53,0.77,0.89,0.6,0.45,0.75
piccolo2d.csv,0.67,0.89,0.57,0.64,0.52,0.62,0.61,0.36,0.88
reaper3d.csv,0.46,0.4,0.43,0.51,0.75,0.75,0.58,0.49,0.47
sblim.csv,0.34,0.44,0.83,0.57,0.65,0.86,0.37,0.58,0.7
