,jmoney.csv,dxengine.csv,jsidplay2.csv,sblim.csv,piccolo2d.csv,jmonkeyengine.csv,e-bio-flow.csv,matrex.csv,reaper3d.csv
dxengine.csv,0.43,0.55,0.61,0.58,0.08,0.16,0.25,0.62,0.14
e-bio-flow.csv,0.19,0.27,0.57,0.24,0.32,0.5,0.63,0.07,0.2
jmoney.csv,0.7,0.66,0.56,0.4,0.32,0.3,0.52,0.41,0.26
jmonkeyengine.csv,0.19,0.54,0.42,0.39,0.13,0.44,0.38,0.23,0.12
jsidplay2.csv,0.58,0.44,0.88,0.32,0.25,0.37,0.54,0.67,0.09
matrex.csv,0.65,0.44,0.54,0.56,0.23,0.15,0.37,0.83,0.0
piccolo2d.csv,0.62,0.28,0.5,0.34,0.48,0.35,0.45,0.72,0.12
reaper3d.csv,0.56,0.56,0.69,0.47,0.16,0.21,0.44,0.58,0.24
sblim.csv,0.59,0.55,0.31,0.67,0.33,0.24,0.5,0.59,0.1
