,jmoney.csv,dxengine.csv,jsidplay2.csv,haggle.csv,mediate.csv,tmva.csv,matrex.csv,freedom-erp.csv,madman.csv,jchassis.csv,primefaces.csv
dxengine.csv,0.58,0.7,0.42,0.1,0.41,0.17,0.48,0.0,0.54,0.0,0.31
freedom-erp.csv,0.35,0.05,0.28,0.01,0.0,0.02,0.04,0.71,0.36,0.0,0.35
haggle.csv,0.12,0.3,0.24,0.61,0.21,0.06,0.0,0.0,0.15,0.0,0.24
jchassis.csv,0.0,0.0,0.0,0.0,0.12,0.0,0.05,0.0,0.0,0.98,0.0
jmoney.csv,0.88,0.74,0.41,0.39,0.52,0.4,0.22,0.36,0.79,0.0,0.21
jsidplay2.csv,0.72,0.36,0.82,0.37,0.58,0.49,0.66,0.05,0.39,0.0,0.35
madman.csv,0.12,0.51,0.4,0.39,0.45,0.27,0.42,0.6,0.87,0.0,0.32
matrex.csv,0.71,0.35,0.41,0.1,0.63,0.01,0.83,0.42,0.29,0.0,0.02
mediate.csv,0.34,0.26,0.15,0.36,0.65,0.23,0.48,0.52,0.15,0.82,0.26
primefaces.csv,0.5,0.09,0.67,0.0,0.42,0.0,0.77,0.46,0.0,0.45,0.8
tmva.csv,0.48,0.5,0.21,0.34,0.0,0.73,0.0,0.0,0.5,0.0,0.52
