,jmoney.csv,dxengine.csv,jsidplay2.csv,haggle.csv,mediate.csv,tmva.csv,matrex.csv,freedom-erp.csv,madman.csv,jchassis.csv,primefaces.csv
dxengine.csv,0.55,0.56,0.66,0.75,0.47,0.85,0.64,0.0,0.31,0.0,0.48
freedom-erp.csv,0.55,0.33,0.93,0.5,0.0,0.75,1.0,0.76,0.15,0.0,0.54
haggle.csv,0.22,0.44,0.75,0.74,0.58,0.62,0.0,0.0,0.33,0.0,0.89
jchassis.csv,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.29,0.0
jmoney.csv,0.69,0.51,0.91,0.81,0.58,0.77,0.87,0.81,0.25,0.0,0.88
jsidplay2.csv,0.44,0.3,0.92,0.57,0.58,0.83,0.73,0.58,0.1,0.0,0.45
madman.csv,0.67,0.43,0.68,0.86,0.52,0.88,0.6,0.79,0.44,0.0,0.51
matrex.csv,0.61,1.0,0.88,1.0,0.68,1.0,0.85,0.73,0.22,0.0,1.0
mediate.csv,0.35,0.46,0.78,0.77,0.67,0.89,0.46,0.58,0.5,0.06,0.75
primefaces.csv,0.36,0.35,0.8,0.64,0.58,0.73,0.63,0.72,0.14,0.02,0.84
tmva.csv,0.29,0.33,0.74,0.63,0.57,0.87,0.49,0.58,0.14,0.0,0.62
