,rhex.csv,qgo.csv,firebird.csv,applet2app.csv,yield.csv,cities3d.csv,hydrogen.csv,xined.csv,lphant.csv,autowikibrowser.csv,rocrail.csv,quickfast.csv
applet2app.csv,0.76,0.55,0.55,0.47,0.49,0.54,0.47,0.33,0.35,0.41,0.44,0.33
autowikibrowser.csv,0.38,0.33,0.33,0.35,0.39,0.32,0.45,0.33,0.38,0.39,0.3,0.33
cities3d.csv,0.0,0.37,0.98,0.53,0.94,0.59,0.54,0.0,0.82,0.63,0.42,0.0
firebird.csv,0.7,0.42,0.42,0.45,0.54,0.41,0.5,0.36,0.34,0.39,0.44,0.39
hydrogen.csv,0.5,0.37,0.39,0.42,0.43,0.34,0.54,0.86,0.35,0.38,0.42,0.39
lphant.csv,0.38,0.33,0.38,0.39,0.39,0.49,0.47,0.41,0.43,0.36,0.34,0.32
qgo.csv,0.38,0.42,0.35,0.4,0.41,0.3,0.43,0.36,0.36,0.34,0.34,0.32
quickfast.csv,0.44,0.41,0.41,0.53,0.73,0.4,0.54,0.52,0.36,0.38,0.4,0.36
rhex.csv,0.53,0.35,0.47,0.57,0.64,0.44,0.53,0.64,0.5,0.71,0.42,0.5
rocrail.csv,0.53,0.44,0.43,0.41,0.52,0.42,0.56,0.48,0.36,0.58,0.38,0.53
xined.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.0
yield.csv,0.42,0.36,0.36,0.42,0.48,0.34,0.53,0.38,0.33,0.36,0.35,0.39
