,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,pydev.csv,mecat.csv,emite.csv
boost-sandbox.csv,0.03,0.73,0.24,0.54,0.51,0.62,0.44,0.51,0.86,0.7,0.25,0.9
bscwweasel.csv,0.01,0.02,0.31,0.19,0.38,0.21,0.59,0.47,0.22,0.59,0.25,0.25
capcode.csv,0.01,0.8,0.73,0.75,0.24,0.27,0.38,0.13,0.51,0.51,0.33,0.68
emite.csv,0.47,0.23,0.41,0.31,0.22,0.23,0.03,0.06,0.03,0.62,0.03,0.25
lamp.csv,0.13,0.19,0.11,0.58,0.87,0.73,0.79,0.19,0.48,0.48,0.93,0.28
mecat.csv,0.01,0.02,0.0,0.06,0.09,0.17,0.0,0.08,0.0,0.04,0.12,0.0
nodal.csv,0.0,0.16,0.2,0.27,0.58,0.11,0.0,0.09,0.19,0.39,0.3,0.12
pydev.csv,0.77,0.22,0.16,0.55,0.53,0.65,0.31,0.65,0.33,0.32,0.63,0.22
retromenu.csv,0.0,0.31,0.03,0.11,0.22,0.25,0.64,0.25,0.33,0.03,0.42,0.1
smbopensoft.csv,0.2,0.97,0.92,0.68,0.82,0.44,0.59,0.39,0.25,0.68,0.37,0.78
stuproa-cims.csv,0.01,0.0,0.24,0.12,0.51,0.11,0.03,0.17,0.19,0.57,0.22,0.15
thout.csv,0.58,0.98,0.22,0.15,0.73,0.94,1.0,0.9,0.98,0.54,0.87,0.92
