,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,pydev.csv,mecat.csv,emite.csv
boost-sandbox.csv,0.09,0.18,0.46,0.24,0.53,0.22,0.75,0.4,0.43,0.47,0.11,0.62
bscwweasel.csv,0.02,0.22,0.44,0.41,0.51,0.31,0.56,0.36,0.43,0.46,0.11,0.26
capcode.csv,0.04,0.21,0.39,0.23,0.4,0.45,0.54,0.31,0.49,0.46,0.16,0.47
emite.csv,0.7,0.09,0.35,0.14,0.37,0.07,0.1,0.12,0.21,0.35,0.0,0.68
lamp.csv,0.25,0.38,0.4,0.23,0.4,0.27,0.71,0.43,0.44,0.55,0.1,0.29
mecat.csv,0.17,0.12,0.09,0.0,0.28,0.15,0.0,0.14,0.0,0.38,0.46,0.0
nodal.csv,0.02,0.21,0.43,0.29,0.19,0.4,0.02,0.26,0.54,0.53,0.0,0.29
pydev.csv,0.62,0.28,0.44,0.28,0.57,0.27,0.33,0.37,0.37,0.59,0.14,0.33
retromenu.csv,0.04,0.23,0.34,0.29,0.71,0.12,0.77,0.19,0.27,0.15,0.0,0.37
smbopensoft.csv,0.8,0.18,0.35,0.17,0.34,0.21,0.7,0.23,0.5,0.39,0.0,0.57
stuproa-cims.csv,0.0,0.13,0.4,0.32,0.51,0.26,0.04,0.58,0.33,0.42,0.12,0.28
thout.csv,0.57,0.17,0.55,0.29,0.41,0.26,0.85,0.39,0.43,0.38,0.07,0.6
